lexeme	ai1P	ai1S	ai2P	ai2S	ai3P	ai3S	fi1P	fi1S	fi2P	fi2S	fi3P	fi3S	ii1P	ii1S	ii2P	ii2S	ii3P	ii3S	inf	is1P	is1S	is2P	is2S	is3P	is3S	pI1P	pI2P	pI2S	pP	pc1P	pc1S	pc2P	pc2S	pc3P	pc3S	pi1P	pi1S	pi2P	pi2S	pi3P	pi3S	ppFP	ppFS	ppMP	ppMS	ps1P	ps1S	ps2P	ps2S	ps3P	ps3S
catastropher				7.14285714286		7.14285714286												7.14285714286	10.2040816327																								22.4489795918		45.9183673469						
catcher																			100.0																																
catir																																																			
catéchiser																																											100.0								
cauchemarder														14.8936170213					65.9574468085																		4.25531914894		14.8936170213												
causer	0.297473910075	0.0731493221496			0.243831073832	0.809519165122	0.0829025651029	0.190188237589	0.170681751682	0.0780259436263	0.0585194577197	0.872915244319	0.629084170487	0.482785526187	0.0536428362431	0.482785526187	1.37520725641	3.67697259339	16.4683507266							0.741246464449	0.868038622842	14.5664683507	1.41422022823	0.0731493221496	0.068272700673		0.068272700673	0.0731493221496	0.741246464449	0.741246464449	14.5664683507	0.868038622842	3.55505705647	1.86774602555	14.5664683507	0.921681459085	1.75558373159	1.37520725641	11.5673461426				3.55505705647		
cautionner																		4.86111111111	23.6111111111								2.77777777778								1.38888888889		13.8888888889	2.77777777778	4.16666666667	6.25	13.8888888889		4.86111111111		21.5277777778						
cautériser																			50.0									16.1016949153	0.847457627119												16.1016949153	13.5593220339	3.38983050847								
cavaler										0.479616306954	0.0599520383693			2.03836930456		2.03836930456	3.23741007194	2.51798561151	22.3021582734								0.539568345324	15.4076738609	4.4964028777				0.419664268585				15.4076738609	0.539568345324	1.85851318945	5.39568345324	15.4076738609				7.85371702638						
caver						36.9565217391													30.4347826087																										32.6086956522						
caviarder																																													100.0						
ceindre						4.19254658385						2.17391304348						6.36645962733	6.83229813665									1.08695652174	4.34782608696						2.17391304348					2.17391304348	23.602484472	1.24223602484	11.0248447205	11.1801242236	23.602484472						
ceinturer					1.97183098592	1.97183098592											2.11267605634	7.74647887324	6.9014084507						0.985915492958		0.140845070423	10.1408450704	3.80281690141											4.78873239437	10.1408450704	5.77464788732	11.6901408451	9.85915492958	20.985915493				0.985915492958		
celer																		5.38461538462	46.1538461538									21.5384615385									21.5384615385						5.38461538462								
cendrer																	10.1449275362	20.2898550725																								10.1449275362		20.2898550725	39.1304347826						
censurer															1.42276422764		1.62601626016	1.62601626016	21.3414634146									8.53658536585	1.42276422764								8.53658536585	4.06504065041	2.84552845528		8.53658536585	2.23577235772	7.72357723577	1.21951219512	28.8617886179						
centraliser															0.704225352113			4.92957746479	19.014084507									9.15492957746								0.704225352113	9.15492957746				9.15492957746		15.4929577465	10.5633802817	21.1267605634						
centrer																		2.54545454545	4.54545454545									20.9090909091	2.0								20.9090909091		0.181818181818		20.9090909091	5.09090909091	8.72727272727	1.27272727273	12.9090909091						
centrifuger																																																			
cercler																		2.51798561151	3.59712230216										1.25899280576										3.05755395683		1.97841726619	34.1726618705	13.8489208633	17.2661870504	22.3021582734						
cerner						0.208830548926								0.208830548926	0.0298329355609		4.47494033413	6.98090692124	13.8424821002								1.13365155131	6.53341288783	1.01431980907							0.119331742243	6.53341288783	1.13365155131		4.83293556086	6.53341288783	3.37112171838	12.0525059666	12.8281622912	18.1682577566						
certifier						0.830367734282					0.11862396204						0.830367734282	5.5753262159	15.7769869514							1.1862396204	2.01660735469		2.72835112693						0.830367734282	1.1862396204	16.1328588375	2.01660735469			16.1328588375	0.830367734282	1.89798339265	1.30486358244	14.4721233689		16.1328588375				
cesser	0.0617247663277	0.717182999236			1.27564517077	4.97325260126	0.120510258068	0.40561989301	0.264534712833	0.37622714714	0.411498442184	1.08165304803	0.29686673329	0.514373052731	0.18811357357	0.514373052731	1.38145905591	5.8021280348	10.0552583622		0.0205749221092				0.37622714714	0.581976368232	5.01440244548	10.7224736935	1.50196931397		0.164599376874	0.0764211392628	0.164599376874	0.214567044853	0.658397507495	0.581976368232	10.7224736935	5.01440244548	0.42619481512	2.51307977191	10.7224736935		0.00587854917406		22.0768914232						
chabler																			100.0																																
chagriner						1.51351351351											0.756756756757	9.51351351351	10.1621621622									23.4594594595							0.540540540541		23.4594594595		1.51351351351	0.972972972973	23.4594594595		1.94594594595	0.108108108108	2.59459459459						
chahuter					1.34874759152									2.69749518304			5.39499036609	10.5973025048	28.901734104								0.770712909441		9.24855491329					1.34874759152			6.74373795761	0.770712909441		6.74373795761	6.74373795761	1.34874759152	2.8901734104	3.85356454721	10.5973025048						
chaloir																																																			
chalouper																		34.1463414634	17.0731707317										48.7804878049																						
chamailler					1.12359550562								1.12359550562				14.9277688604	5.93900481541	36.9181380417								4.65489566613		1.76565008026							2.08667736758	5.61797752809	4.65489566613		9.63081861958	5.61797752809			5.61797752809	0.321027287319						
chamarrer																																										16.8674698795	16.8674698795	32.5301204819	33.734939759						
chambarder						18.9189189189												18.9189189189	24.3243243243																								18.9189189189		18.9189189189						
chambouler										1.16666666667							2.33333333333	2.33333333333	18.5						1.16666666667		0.5	8.0	1.33333333333								8.0	0.5		2.83333333333	8.0	3.83333333333	19.8333333333	1.83333333333	19.8333333333						
chamoiser																																																			
champagniser																																												100.0							
champlever																																																			
chanceler		0.710659898477			2.03045685279	10.9644670051							0.710659898477	1.52284263959			0.710659898477	17.461928934	13.807106599										11.7766497462								18.6802030457			2.94416243655	18.6802030457										
chancir																																													100.0						
changer	0.0251933825382	0.0606507357401		0.000933088242155	0.124100736207	1.3501786864	0.078379412341	0.362971326198	0.126900000933	0.348041914324	0.248201472413	2.0164036913	0.0279926472647	0.321915443543	0.0877102947626	0.321915443543	0.425488238423	1.99774192645	19.8561177931						0.0755801476146	0.319116178817	1.06931912551	9.14706403785	0.702615446343		0.261264707803	0.0261264707803	0.261264707803	0.078379412341	0.990006624927	0.319116178817	9.14706403785	1.06931912551	1.03012941934	1.65436545334	9.14706403785	0.157691912924	0.77073088802	0.280859560889	17.4179582163		9.14706403785				9.14706403785
chansonner																			100.0																																
chanter	0.0304156075518	0.0304156075518			0.243324860414	1.53164309457	0.0543135849139	0.373677464207	0.128180060397	0.186838732104	0.158595667948	0.666970822742	0.25853266419	1.03847574355	0.175976015121	1.03847574355	2.22033935128	6.8065784614	17.8974125008						0.058658671707	0.981989615243	1.9552890569	16.2093462817	3.14584283821		0.123834973604	0.00869017358622	0.123834973604	0.0630037585001	0.228117056638	0.981989615243	16.2093462817	1.9552890569	1.96832431728	3.2153642269	16.2093462817	0.1890112755	0.423645962328	0.0760390188794	3.03287058159						
chantonner		0.256598240469			0.256598240469	8.90762463343								0.549853372434			1.50293255132	13.4530791789	9.45747800587									17.4853372434	9.53079178886											1.75953079179	17.4853372434		0.256598240469	0.256598240469	1.35630498534						17.4853372434
chantourner																			10.2941176471																							39.7058823529		29.4117647059	20.5882352941						
chaparder						4.8275862069												10.3448275862	56.5517241379										0.689655172414											10.3448275862		4.8275862069	4.8275862069		7.58620689655						
chapeauter																		5.88235294118	5.88235294118																		13.2352941176				13.2352941176	10.2941176471	21.3235294118	5.14705882353	25.0						
chapeler																																																			
chaperonner														9.63855421687				25.3012048193	33.734939759																								9.63855421687	9.63855421687	12.0481927711						
chapitrer																			28.8235294118																				0.588235294118		40.5882352941	8.23529411765	8.82352941176		12.9411764706						
chaponner																																																			
chaptaliser																																																			
charcuter																	4.26829268293	3.0487804878	32.6219512195								4.57317073171	12.1951219512									12.1951219512	4.57317073171			12.1951219512	2.43902439024	3.65853658537	2.13414634146	6.09756097561						
charger		0.367517902986			0.310768815025	1.27009863532	0.102688825834	0.702607755709	0.118902850966	0.0945818132685	0.197270639103	0.948520470207	0.0567490879611	0.243210376976	0.0297257127415	0.243210376976	0.694500743143	2.11863261721	6.96392379408						0.0918794757465	0.181056613971	1.59708147548	9.83650857992	0.529658154303		0.0675584380489		0.0675584380489	0.2215916768	0.351303877854	0.181056613971	9.83650857992	1.59708147548	0.416159978381	0.986353195514	9.83650857992	1.75381705175	4.98581272801	5.81813268477	17.0922848264		9.83650857992		0.416159978381		9.83650857992
charmer						0.903225806452						0.516129032258					2.64516129032	7.35483870968	13.6129032258									9.09677419355	24.9032258065								9.09677419355		0.387096774194	2.45161290323	9.09677419355		4.58064516129	0.322580645161	15.0322580645						
charpenter																			19.4444444444																						38.8888888889		38.8888888889		2.77777777778						
charrier					0.277227722772	1.58415841584	0.277227722772			0.039603960396	0.316831683168			0.673267326733			2.17821782178	5.42574257426	15.5643564356							0.039603960396	4.83168316832	11.8415841584	6.45544554455								11.8415841584	4.83168316832	5.54455445545	2.57425742574	11.8415841584	0.910891089109	0.910891089109	0.554455445545	5.94059405941				5.54455445545		
charroyer																																																			
chasser		0.245641363609			0.173746330358	2.95368761608	0.299562638548	0.599125277095	0.0838775387934	0.107842549877	0.455335210593	1.21023305973	0.1857288359	0.838775387934	0.25163261638	0.838775387934	1.36600563178	4.91282727218	24.3664250195						0.161763824816	0.323527649632	2.144868492	11.4732490564	2.27068480019	0.00599125277095	0.137798813732		0.137798813732	0.0539212749386	0.335510155173	0.323527649632	11.4732490564	2.144868492	1.14432927925	1.39596189563	11.4732490564	0.581151518783	2.68408124139	2.80390629681	10.0413396441						
chatonner																																									100.0										
chatouiller					1.18995152049	1.80696342001						0.176289114147					2.73248126928	8.46187747907	11.1943587483						0.617011899515	0.0440722785368	1.3221683561	17.5848391362	1.98325253416								17.5848391362	1.3221683561	9.21110621419	1.45438519171	17.5848391362	0.308505949758	1.85103569855	0.881445570736	2.68840899074						
chatoyer																	17.0731707317	8.53658536585	24.3902439024										41.4634146341											8.53658536585											
chauffer	0.0942887931034				0.0942887931034	0.457974137931		0.067349137931				0.471443965517	0.0942887931034	0.404094827586	0.0134698275862	0.404094827586	1.52209051724	5.46875	25.8620689655							0.484913793103	1.30657327586	14.1702586207	0.956357758621							0.484913793103	14.1702586207	1.30657327586	0.565732758621	1.52209051724	14.1702586207	1.10452586207	4.97036637931	2.65355603448	7.17941810345						
chauler																			5.69105691057																						5.69105691057	16.2601626016	11.3821138211	55.2845528455	5.69105691057						
chaumer																																													100.0						
chausser		0.34030140982			0.68060281964	6.222654351		0.34030140982									0.972289742343	4.37530384054	7.72970345163								0.291686922703	8.84783665532	0.972289742343								8.84783665532	0.291686922703	1.11813320369	1.02090422946	8.84783665532	1.31259115216	7.58385999028	17.8901312591	22.3140495868						
chauvir																																																			
chavirer		0.560897435897			1.12179487179	5.44871794872					0.560897435897		0.560897435897				2.16346153846	8.8141025641	27.0032051282										0.560897435897					0.560897435897	0.641025641026	1.68269230769	11.0576923077			2.88461538462	11.0576923077		4.00641025641	4.40705128205	16.9070512821						
chaîner																																													100.0						
cheminer	0.684931506849				1.3698630137	0.782778864971	0.684931506849				0.684931506849		0.684931506849				7.24070450098	9.58904109589	22.0156555773							2.05479452055			14.2857142857					0.684931506849	0.684931506849	2.05479452055	15.8512720157			4.79452054795	15.8512720157										
chemiser																			75.0																							17.8571428571	7.14285714286								
chercher	0.00900118365565	0.263284621928		0.00315041427948	0.0994630793949	1.25971565261	0.0477062733749	0.140868524211	0.0117015387523	0.0288037876981	0.0832609488148	0.140418465028	0.18272402821	1.87854702893	0.248882728079	1.87854702893	0.709743331248	3.095057	23.1046882665						0.0427556223643	0.681839661916	2.26424774858	9.78608687042	1.6886220538	0.00630082855896	0.0927121916532	0.00810106529009	0.0927121916532	0.0391551489021	0.123766275265	0.681839661916	9.78608687042	2.26424774858	1.90195010644	1.3330752994	9.78608687042	0.0436557407299	0.341144860549	0.0549072202995	2.5563361582	0.18272402821	9.78608687042	0.248882728079	1.90195010644	1.3330752994	9.78608687042
cherrer																																							100.0												
chevaler																			50.0																								50.0								
chevaucher					1.26701079305	1.6424213984		1.22008446739				0.0938526513374		0.563115908024		0.563115908024	8.3998122947	8.96292820272	14.8287189113							1.07930549038	0.37541060535	10.3707179728	11.2153918348					0.328484279681		1.07930549038	10.3707179728	0.37541060535		8.77522290005	10.3707179728		2.95635851713	0.656968559362	4.5049272642						
cheviller																																										6.73076923077	40.3846153846		52.8846153846						
chevreter																																																			
chevretter																																																			
chevronner																																											38.8888888889	5.55555555556	55.5555555556						
chevroter						12.5								4.375				21.25	13.75										4.375								17.5				17.5		4.375		4.375						
chiader																			30.6451612903																							12.9032258065	3.22580645161		53.2258064516						
chialer					0.234192037471	0.234192037471				0.234192037471		0.100368016059		1.94044831047		1.94044831047	0.033456005353	3.14486450318	34.4262295082									16.0254265641	2.50920040147		1.03713616594			0.234192037471	0.234192037471		16.0254265641	0.033456005353	3.981264637	1.60588825694	16.0254265641										
chicaner							4.19161676647											4.79041916168	26.3473053892							2.99401197605	10.7784431138		4.79041916168								11.9760479042	10.7784431138	1.19760479042	4.19161676647	11.9760479042	4.19161676647			1.79640718563						
chicoter																			100.0																																
chier						0.0181950509461		0.218340611354	0.0181950509461	0.0545851528384	0.136462882096	0.382096069869		1.1826783115		1.1826783115	0.35480349345	0.172852983988	64.9654294032								0.372998544396	5.44941775837	1.33733624454		0.0727802037846		0.0727802037846				5.44941775837	0.372998544396	1.23726346434	1.11899563319	5.44941775837	0.00909752547307	0.172852983988	0.00909752547307	4.73981077147		5.44941775837				
chiffonner						2.72479564033											1.08991825613	9.1280653951	5.44959128065									23.0245231608	2.04359673025								23.0245231608				23.0245231608	0.953678474114	3.13351498638	2.72479564033	3.67847411444						
chiffrer																		4.24242424242	27.8787878788										1.21212121212											5.45454545455	23.6363636364	4.24242424242	9.69696969697	9.09090909091	13.9393939394				0.606060606061		
chiner						89.7629310345						0.10775862069					0.754310344828	1.50862068966	1.93965517241										0.754310344828												0.754310344828	1.50862068966	0.754310344828		2.15517241379						
chiper					1.09034267913	2.18068535826								1.246105919			2.18068535826	7.47663551402	28.6604361371								0.311526479751	8.09968847352	1.09034267913			0.155763239875		0.155763239875			8.09968847352	0.311526479751			8.09968847352	2.33644859813	4.98442367601	2.64797507788	20.8722741433						
chipoter						2.88065843621								2.88065843621				14.8148148148	22.2222222222							4.11522633745	0.411522633745	14.4032921811	2.88065843621								14.4032921811		2.05761316872	1.64609053498	14.4032921811				2.88065843621						
chiquer								2.00573065903			2.00573065903						4.01146131805	7.16332378223	43.2664756447										13.4670487106								8.0229226361		3.43839541547	0.573065902579	8.0229226361				8.0229226361						
chlinguer																			1.88679245283																		47.1698113208		3.77358490566		47.1698113208										
chlorer																			66.6666666667																										33.3333333333						
chloroformer																			20.4545454545								2.27272727273		15.9090909091								2.27272727273		31.8181818182						27.2727272727						
chlorurer																																																			
choir						11.2033195021				0.580912863071									59.9170124481																		2.32365145228				5.64315352697	0.580912863071	2.07468879668	0.663900414938	17.0124481328						
choisir	0.0446438062034	6.39894555582			0.184952911414	5.79093943324	0.119050149876	0.369905822828	0.155190373945	0.229596717617	0.0701545526053	0.622887391314	0.0744063436723	0.259359255086	0.106294776675	0.259359255086	0.263611046153	1.44348306724	17.4514764344						0.0425179106699	0.206211866749	2.33635919131	6.39894555582	0.939645825804	0.0233848508684	0.514466719105	0.0914135079402	0.514466719105	0.0552732838708	0.384787091562	0.206211866749	6.39894555582	2.33635919131	6.39894555582	0.869491273199	5.79093943324	0.471948808436	2.57658538659	6.39894555582	21.83719892		0.599502540445		0.163693956079		0.599502540445
choper							0.02608922515	0.2608922515	0.1043569006	0.07826767545	0.1565353509	0.80876597965		0.49569527785		0.49569527785	0.2087138012	0.7304983042	19.1494912601							1.12183668145	3.31333159405	12.5750065223	0.18262457605		0.23480302635		0.23480302635		0.02608922515		12.5750065223	3.31333159405	1.48708583355	2.53065483955	12.5750065223	0.18262457605	0.8870336551	0.6261414036	11.5575267415				1.48708583355		12.5750065223
chopiner																																																			
chopper																			41.1290322581							0.806451612903	2.01612903226	16.5322580645									16.5322580645	2.01612903226	0.403225806452	4.03225806452	16.5322580645										
choquer					0.187309763521	1.45165066729				0.0234137204402		0.749239054086					1.26434090377	5.92367127137	12.713650199								0.210723483962	15.7106064154	1.21751346289		0.491688129244		0.491688129244	0.187309763521	0.959962538047	0.0234137204402	15.7106064154	0.210723483962		1.14727230157	15.7106064154	1.28775462421	6.32170451885	3.76960899087	14.2355420276						
chosifier																			12.5																					87.5											
chouriner																																																			
choyer						2.66159695817					2.66159695817			0.380228136882				7.98479087452	19.7718631179								4.56273764259		2.66159695817									4.56273764259		3.04182509506	8.36501901141	2.66159695817	17.4904942966	5.32319391635	17.8707224335						
christianiser																																												100.0							
chromer																																									6.06060606061	4.0404040404	26.4646464646	13.7373737374	49.696969697						
chroniquer														19.4444444444					38.8888888889																						41.6666666667										
chronométrer													1.59453302961					1.82232346241	9.11161731207								1.36674259681	20.9567198178	4.78359908884								20.9567198178		4.10022779043		20.9567198178	1.82232346241	2.73348519362	2.27790432802	7.51708428246						
chuchoter		2.96231375986			0.350569675723	12.4452234882			0.122699386503	0.0175284837862			0.350569675723	0.22787028922		0.22787028922	4.03155127082	7.76511831727	9.43032427695						0.122699386503		0.876424189308	14.7414548642	4.01402278703		0.0350569675723			0.122699386503	0.245398773006		14.7414548642	0.876424189308		3.52322524102	14.7414548642	1.19193689746	0.999123575811	1.12182296231	4.71516213848						
chuinter					8.23529411765	8.23529411765											4.11764705882	20.0	11.7647058824										35.8823529412												11.7647058824										
chuter					1.2539184953	0.705329153605			0.0783699059561			0.313479623824						3.68338557994	16.2225705329									17.5548589342	2.03761755486					1.41065830721	0.0783699059561		17.5548589342		0.0783699059561	2.74294670846	17.5548589342		0.862068965517		17.868338558						
châtier								1.25786163522				0.41928721174					0.733752620545	2.0964360587	36.0587002096								2.41090146751	9.22431865828	0.733752620545						0.733752620545		9.22431865828				9.22431865828		2.62054507338	6.91823899371	18.3438155136						
châtrer											3.91061452514						7.82122905028		37.4301675978																		8.37988826816			4.46927374302	8.37988826816			20.1117318436	9.49720670391						
chérir						2.39538239538	0.02886002886	0.548340548341	0.02886002886					0.779220779221		0.779220779221	0.865800865801	3.7518037518	7.59018759019							1.09668109668	0.692640692641	3.11688311688	0.20202020202		0.40404040404					1.09668109668	3.11688311688	0.692640692641	3.11688311688	0.923520923521	2.39538239538	0.40404040404	36.9985569986	3.11688311688	25.4834054834						0.37518037518
chômer									3.27868852459								6.55737704918	11.4754098361	18.6885245902									10.4918032787									10.4918032787	3.93442622951		3.27868852459	10.4918032787				21.3114754098						
cibler											0.346020761246	1.03806228374		2.76816608997				6.22837370242	31.1418685121							1.03806228374	4.15224913495									1.03806228374		4.15224913495				2.07612456747	5.19031141869	13.4948096886	27.3356401384						
cicatriser						1.23456790123					3.52733686067	3.1746031746						2.82186948854	16.7548500882								1.94003527337	10.405643739							2.99823633157		10.405643739	1.94003527337		3.88007054674	10.405643739	6.52557319224	8.11287477954	0.705467372134	15.1675485009						
ciller					5.8568329718	13.2321041215											10.1952277657	3.25379609544	40.3470715835										4.33839479393						1.51843817787					4.33839479393	2.60303687636				14.31670282						
cimenter												2.54545454545					2.54545454545	7.27272727273	7.27272727273									5.81818181818	2.54545454545											0.363636363636	5.81818181818	7.27272727273	32.3636363636	7.63636363636	18.5454545455						
cingler					0.247087892693	2.22379103424							0.247087892693				2.15319449347	6.21249558772	3.10624779386							0.705965407695			2.18849276385											0.953053300388	5.22414401694	0.600070596541	15.5665372397	8.57747970349	51.9943522767						
cintrer				4.43037974684		43.0379746835												4.43037974684	0.632911392405										4.43037974684													4.43037974684	9.49367088608	4.43037974684	24.6835443038						
cinématographier																																																			
circoncire						3.10559006211													37.5776397516																		54.9689440994			0.310559006211	3.10559006211		0.931677018634								
circonscrire						3.91061452514												11.1731843575	17.8770949721																		3.91061452514			3.91061452514	16.7597765363	3.91061452514	16.7597765363	5.02793296089	16.7597765363						
circonvenir																			50.0										0.961538461538												0.961538461538		7.69230769231		40.3846153846						
circulariser																																																			
circuler					0.111856823266	0.878875039949					0.127836369447	0.383509108341	0.111856823266	0.559284116331			6.71140939597	7.78203899009	16.7146053052							0.0958772770853	8.58101629914	13.5666347076	1.61393416427					0.143815915628	0.255672738894	0.0958772770853	13.5666347076	8.58101629914	0.127836369447	6.42377756472	13.5666347076										
cirer						0.466977985324							0.233488992662	0.733822548366		0.733822548366	0.233488992662	1.50100066711	21.7811874583							0.233488992662	0.700466977985	4.70313542362	0.533689126084		0.233488992662				0.233488992662		4.70313542362	0.700466977985	0.266844563042	0.833889259506	4.70313542362	9.67311541027	41.0273515677	1.83455637091	3.93595730487						
cisailler					2.38907849829	6.82593856655											11.6040955631	6.82593856655	24.9146757679										6.82593856655								8.19112627986			2.73037542662	8.19112627986	2.38907849829	2.38907849829	2.38907849829	14.3344709898						
ciseler													0.440528634361				3.08370044053	6.60792951542	9.25110132159																						9.25110132159	6.16740088106	13.2158590308	9.25110132159	42.731277533						
citer		0.976029855031			0.114827041768	1.26309745945		1.47839816277		0.0287067604421		0.358834505526	0.114827041768	0.947323094589	0.157887182431	0.947323094589	0.516721687958	4.77967561361	16.5638007751						0.200947323095	0.574135208842	2.94244294531	14.9418688101	3.08597674752		0.244007463758		0.244007463758		0.200947323095	0.574135208842	14.9418688101	2.94244294531	1.29180421989	0.631548729726	14.9418688101	0.244007463758	1.73675900675	0.918616334147	9.80335869097				1.29180421989		
civiliser																			16.6153846154																				2.15384615385		2.76923076923	4.0	12.6153846154	31.6923076923	30.1538461538						
clabauder																	48.275862069		27.5862068966																					24.1379310345											
claboter																			21.875																		21.875			10.9375	21.875				23.4375						
claironner						13.6							1.4					10.8	16.2										12.4								16.6			6.8	16.6				5.6						
clamecer																			100.0																																
clamer		0.465425531915			0.531914893617	7.57978723404							0.465425531915				4.12234042553	8.31117021277	8.77659574468								0.93085106383	16.5558510638	8.44414893617					0.465425531915			16.5558510638	0.93085106383		4.38829787234	16.5558510638		1.39627659574	0.465425531915	3.0585106383						
clamser								12.2807017544											59.649122807																8.77192982456						19.298245614										
claper								2.06489675516											17.994100295									15.9292035398	13.8643067847								15.9292035398		2.06489675516	4.12979351032	15.9292035398				12.0943952802						
clapir																			50.0																						50.0										
clapoter						3.7037037037											7.14285714286	26.9841269841	20.6349206349									11.6402116402	7.14285714286						1.85185185185					9.25925925926	11.6402116402										
clapper																		15.9090909091	6.81818181818										45.4545454545												31.8181818182										
clapser																																																			
claquemurer																		9.65517241379	4.8275862069										9.65517241379										4.8275862069			13.7931034483	23.4482758621	4.8275862069	28.9655172414						
claquer		0.113895216401			1.09827530101	5.88187438985		0.178978197201			0.00813537260007	0.317279531403	0.0569476082005	0.317279531403		0.317279531403	3.62024080703	3.47380410023	19.5981125936						0.0569476082005	0.0162707452001	0.431174747803	12.8701594533	8.00520663846		0.0244061178002	0.00813537260007	0.0244061178002	0.162707452001	0.479986983404		12.8701594533	0.431174747803	0.821672632607	4.40937194924	12.8701594533	1.01692157501	1.37487796941	0.301008786202	8.02147738366				0.821672632607		
claqueter					100.0																																														
clarifier						2.74509803922													60.0							5.09803921569		7.05882352941	0.196078431373								7.05882352941				7.05882352941		0.392156862745		10.3921568627						
classer					0.352556031226	0.730294636112		0.0503651473181		0.025182573659		0.25182573659		1.71241500881		1.71241500881	0.579199194158	2.6441702342	12.2387307983							0.125912868295	1.03248552002	17.1493326618	1.28431125661		0.302190883908		0.302190883908	0.176278015613	0.428103752203	0.125912868295	17.1493326618	1.03248552002	0.554016620499	0.478468899522	17.1493326618	2.89599597079	6.72374716696	3.47519516495	9.29236968018			0.025182573659			
classifier																			50.0														1.35135135135							9.45945945946		8.10810810811			31.0810810811						
claudiquer									0.980392156863									13.7254901961	0.980392156863									4.90196078431	67.6470588235						6.86274509804		4.90196078431														
claustrer																		33.3333333333																									66.6666666667								
claveter																																																			
clavetter																																																			
clayonner																																											100.0								
clicher																			9.09090909091																									30.6818181818	60.2272727273						
cligner					1.18343195266	10.650887574								0.939784197703			2.92377305952	6.12600069614	11.2774103724								0.556909154194	12.0083536373	20.5360250609							0.24364775496	12.0083536373	0.556909154194		2.50609119387	12.0083536373	0.48729550992		0.696136442743	5.29063696485						
clignoter					1.63551401869	2.33644859813						0.116822429907					18.9252336449	8.06074766355	8.17757009346									17.4065420561	7.59345794393						0.817757009346					17.523364486	17.4065420561										
climatiser																			1.25										8.75													2.5	50.0		37.5						
cliqueter						3.24074074074											16.2037037037	12.5	23.1481481481										8.56481481481								11.8055555556			12.7314814815	11.8055555556										
clisser																																										100.0									
cliver																			100.0																																
clocher																	0.341130604288	9.79532163743	3.21637426901						0.341130604288			42.1052631579	1.31578947368										0.0487329434698	0.730994152047	42.1052631579										
cloisonner														10.7692307692			21.5384615385		10.7692307692										10.7692307692												1.53846153846		10.7692307692	23.0769230769	10.7692307692						
clopiner	5.98290598291					11.9658119658												24.7863247863	6.83760683761								1.7094017094		39.3162393162									1.7094017094			7.69230769231										
cloquer																		6.17283950617	22.8395061728										2.16049382716								33.3333333333			2.16049382716	33.3333333333										
clore												0.0132170235263							5.27359238699									33.9148823685									33.9148823685			0.185038329368	2.35263018768	2.57731958763	7.25614591594				7.25614591594				7.25614591594
clouer		0.626370184779			0.438459129345	4.66645787661		0.219229564673	0.031318509239	0.219229564673		0.125274036956	0.219229564673				2.4115252114	7.10930159724	12.6526777325							0.0939555277169	0.90823676793	7.32853116192	2.38020670216					0.250548073912	0.876918258691	0.0939555277169	7.32853116192	0.90823676793		1.59724397119	7.32853116192	2.91262135922	10.5543376135	3.85217663639	24.8668963357						
clouter																																										18.6956521739	20.4347826087	19.5652173913	41.3043478261						
cloîtrer	0.319488817891	2.23642172524				2.23642172524											4.47284345048	4.47284345048	14.0575079872									7.02875399361	0.319488817891										0.319488817891		7.02875399361	6.70926517572	24.9201277955	1.59744408946	24.2811501597						
clôturer		6.77966101695				3.05084745763						0.677966101695					6.77966101695	6.77966101695	27.7966101695																					2.37288135593	20.6779661017		3.38983050847		21.6949152542						
coaguler						2.53164556962						0.316455696203					2.21518987342	11.0759493671	14.5569620253						2.21518987342				6.32911392405											4.43037974684	9.17721518987	2.21518987342	8.54430379747	6.64556962025	29.746835443						
coaliser																	28.5714285714		14.2857142857																					14.2857142857			14.2857142857	28.5714285714							
coasser																	26.6666666667		21.3333333333										20.0											18.6666666667	13.3333333333										
cocher						1.04633781764				0.149476831091								4.18535127055	46.0388639761						1.04633781764		1.79372197309	8.66965620329	2.98953662182								8.66965620329	1.79372197309	0.597907324365		8.66965620329	1.79372197309	0.149476831091	0.149476831091	12.2571001495						
cochonner																			5.40540540541																			18.9189189189				18.9189189189			56.7567567568						
cocufier												0.990099009901							10.8910891089									22.7722772277	0.990099009901								22.7722772277				22.7722772277				18.8118811881						
coder																		1.36452241715	4.48343079922									19.4931773879									19.4931773879		0.974658869396		19.4931773879	6.82261208577	8.3820662768	4.48343079922	14.0350877193				0.974658869396		
codifier					7.29166666667	7.29166666667												1.04166666667	8.33333333333										7.29166666667													8.33333333333	31.25		29.1666666667						
coexister											4.11764705882						8.23529411765	4.11764705882	40.5882352941										11.7647058824							1.76470588235		1.76470588235		21.1764705882	6.47058823529										
coffrer							0.0856898029135	0.25706940874			2.39931448158	0.428449014567					0.0856898029135	1.02827763496	31.4481576692							0.771208226221	2.99914310197	12.4250214225			0.0856898029135						12.4250214225	2.99914310197	0.428449014567	1.97086546701	12.4250214225	0.171379605827	1.19965724079	4.4558697515	11.910882605						
cogiter														0.561797752809				5.05617977528	28.0898876404									14.606741573	3.93258426966								14.606741573			3.93258426966	14.606741573				14.606741573						
