lexeme	ai1P	ai1S	ai2P	ai2S	ai3P	ai3S	fi1P	fi1S	fi2P	fi2S	fi3P	fi3S	ii1P	ii1S	ii2P	ii2S	ii3P	ii3S	inf	is1P	is1S	is2P	is2S	is3P	is3S	pI1P	pI2P	pI2S	pP	pc1P	pc1S	pc2P	pc2S	pc3P	pc3S	pi1P	pi1S	pi2P	pi2S	pi3P	pi3S	ppFP	ppFS	ppMP	ppMS	ps1P	ps1S	ps2P	ps2S	ps3P	ps3S
stigmatiser																	7.44680851064	14.8936170213	15.9574468085										22.3404255319														29.7872340426	7.44680851064	2.12765957447						
stimuler						1.0582010582					0.151171579743	0.680272108844					0.604686318972	3.32577475435	20.1814058957							0.151171579743	0.0755857898715	17.082388511	4.53514739229						1.43613000756	0.151171579743	17.082388511			2.1164021164	17.082388511	0.755857898715	2.72108843537	2.72108843537	8.08767951625						
stipendier																																												100.0							
stipuler																		5.98290598291	0.854700854701									33.6182336182	10.5413105413											3.9886039886	33.6182336182	0.854700854701	0.2849002849	0.2849002849	9.97150997151						
stocker																	2.60223048327	4.83271375465	25.2788104089							0.743494423792	3.15985130112									0.743494423792	8.9219330855	3.15985130112		6.31970260223	8.9219330855	11.8959107807	4.46096654275	8.17843866171	10.780669145						
stopper		0.209580838323			2.12574850299	7.39520958084		0.059880239521				0.269461077844	0.239520958084	0.209580838323			0.59880239521	2.06586826347	23.9221556886						0.209580838323	0.239520958084	3.98203592814	10.3293413174	1.04790419162			0.0299401197605				0.239520958084	10.3293413174	3.98203592814	0.449101796407	0.59880239521	10.3293413174	0.688622754491	3.53293413174	2.00598802395	14.9101796407						
stratifier																																											100.0								
stresser								0.100806451613				0.100806451613		1.10887096774				0.201612903226	7.56048387097									11.2903225806	0.100806451613								11.2903225806			1.31048387097	11.2903225806	0.70564516129	19.6572580645	4.23387096774	31.0483870968						
striduler																		33.3333333333	33.3333333333																						33.3333333333										
strier																	4.8951048951	6.29370629371	3.2634032634																					1.6317016317		17.2494172494	19.1142191142	14.2191142191	33.3333333333						
stripper																			100.0																																
structurer						27.485380117											4.09356725146	8.18713450292	8.18713450292										0.584795321637										0.584795321637	8.18713450292	2.33918128655		8.18713450292		32.1637426901						
stupéfaire																																																			
stupéfier						9.22570016474											1.15321252059	17.7924217463	5.76606260297										1.81219110379						1.15321252059			0.658978583196		2.96540362438	14.8270181219	2.80065897858	10.7084019769	1.31795716639	29.8187808896						
stuquer																																																			
styliser						2.8																															3.6				3.6	13.6	21.2	13.6	41.6						
sténotyper																																																			
stérer																																																			
stériliser						2.38095238095												2.38095238095	35.0340136054								5.78231292517	7.48299319728	0.680272108844								7.48299319728	5.78231292517		1.36054421769	7.48299319728	3.0612244898	6.12244897959	2.38095238095	12.5850340136						
stéréotyper																			1.53846153846																							13.8461538462	30.7692307692	30.7692307692	23.0769230769						
subdiviser						15.9090909091											15.9090909091	31.8181818182																						15.9090909091			2.27272727273	15.9090909091	2.27272727273						
subdéléguer																																																			
subir			0.0717066174964		0.327801679984		0.368776889982	0.19463224749	0.829748002459	0.174144642491	0.542921532473	1.04486785495	0.174144642491	1.07559926245	0.040975209998	1.07559926245	1.39315713993	5.12190124974	32.6982175784						0.0717066174964	0.542921532473	0.460971112477	3.76971931981	1.13706207744	0.0717066174964	0.0921942224954			0.184388444991	0.184388444991	0.542921532473	3.76971931981	0.460971112477	3.76971931981	3.01167793485	5.57262855972	2.97070272485	1.41364474493	3.76971931981	21.5427166564		0.737553779963		0.0512190124974		0.737553779963
subjuguer						5.24737631184											1.04947526237	4.04797601199	16.3418290855									7.64617691154	1.04947526237		1.04947526237				1.04947526237				1.19940029985		7.64617691154	2.99850074963	17.6911544228	4.49775112444	28.4857571214						
sublimer														2.89389067524				4.50160771704	8.038585209										2.57234726688										0.32154340836	2.25080385852	31.8327974277	2.57234726688	9.6463022508	2.57234726688	0.96463022508						31.8327974277
submerger					0.0528262017961	5.441098785						0.581088219757					0.792393026941	6.7617538299	9.24458531432						0.739566825145				1.84891706286						1.05652403592		12.9952456418			3.69783412573	12.9952456418	3.22239830956	9.93132593767	8.45219228737	22.1870047544						
subodorer					1.81347150259	1.81347150259								6.99481865285				10.8808290155	6.47668393782										2.0725388601								26.9430051813			1.81347150259	26.9430051813			1.81347150259	12.4352331606						
subordonner														2.60223048327			2.60223048327		30.4832713755										2.60223048327												5.20446096654	12.6394052045	10.4089219331	0.371747211896	27.8810408922		5.20446096654				
suborner																			14.2857142857																								25.0	50.0	10.7142857143						
subroger																																													100.0						
subsister	0.033422459893				0.233957219251	1.16978609626					0.33422459893	0.367647058824	0.233957219251				5.81550802139	12.7673796791	14.6056149733						0.668449197861			18.5494652406	0.467914438503					0.233957219251	1.13636363636	0.033422459893	18.5494652406			6.25	18.5494652406										
substituer		0.84388185654				6.43459915612			0.105485232068								4.43037974684	9.70464135021	42.4050632911							1.47679324895	1.37130801688		4.85232067511						0.738396624473			1.37130801688		0.84388185654	9.59915611814	1.47679324895		3.5864978903	10.7594936709						
subsumer																																																			
subtiliser						9.50704225352						2.46478873239						2.46478873239	20.0704225352					2.46478873239					3.16901408451								4.92957746479				4.92957746479	3.87323943662	7.74647887324	9.50704225352	28.8732394366						
subvenir												2.76679841897							91.3043478261										1.18577075099						0.395256916996		1.18577075099	0.790513833992			2.37154150198										
subventionner												3.95480225989							24.8587570621									16.9491525424	4.5197740113											2.82485875706	16.9491525424		2.25988700565	10.1694915254	17.5141242938						
succomber		1.32100396301			0.924702774108	6.73712021136		0.528401585205			2.50990752972	2.17965653897	0.462351387054	0.924702774108			2.24570673712	4.16116248349	23.5799207398								0.198150594452	14.2668428005	3.36856010568		0.0660501981506			0.462351387054	0.660501981506		14.2668428005	0.198150594452	0.0660501981506	6.60501981506	14.2668428005										
succéder	0.180738445649				6.50658404338	5.11231603408		0.0258197779499	0.0516395558998	0.0258197779499	1.05861089595	2.32378001549	0.180738445649				14.9754712109	7.07461915828	16.2922798864					0.180738445649	0.180738445649			7.64265427317	7.15207849212			0.0258197779499		0.180738445649	1.62664601084		7.64265427317			13.916860315	7.64265427317										
sucer					0.0860691011927	0.836099840157		0.454936677733				0.356571990655		0.639370466003		0.639370466003	1.02053362843	3.15996557236	17.8777818763								0.565596950695	15.2834132546	2.8894626829		0.073773515308		0.073773515308	0.110660272962	0.258207303578		15.2834132546	0.565596950695	1.24185417435	0.959055699004	15.2834132546	0.135251444731	0.479527849502	0.159842616501	5.04119021271		15.2834132546		1.24185417435		
sucrer						1.62224797219												1.39049826188	12.9779837775									11.3557358053	0.811123986095						1.62224797219		11.3557358053		1.04287369641	1.39049826188	11.3557358053	8.57473928158	13.325608343	1.96987253766	21.2050984936						
suer						1.93654717759		0.123609394314						2.51339101772			1.68932838896	8.77626699629	22.6205191595						0.288421920066		1.7305315204	8.52904820766	7.45776679028				0.041203131438		0.288421920066	0.082406262876	8.52904820766	1.7305315204	1.97775030902	2.34857849197	8.52904820766		0.288421920066		11.9901112485						8.52904820766
suffire					0.161660577452	40.0530246694		0.00323321154903			0.470432280384	2.94707232694	0.0404151443629	0.0452649616864			0.914998868376	8.28025477707	1.63277183226						0.126095250412			0.151960942804	0.208542144913		0.00323321154903			0.396068414756	2.69811503767	0.00323321154903	0.151960942804	0.0242490866177	0.151960942804	1.16880597497	40.0530246694										0.313621520256
suffixer																																																			
suffoquer		0.409117475161			0.409117475161	2.74693161894					0.467562828755	0.175336060783	1.16890707189	3.62361192285			1.57802454705	11.4552893045	10.0526008182							0.818234950321	0.584453535944		9.11747516072						0.0584453535944	0.818234950321	15.3126826417	0.584453535944		0.93512565751	15.3126826417		8.357685564	2.22092343659	13.7931034483						
suggestionner																			50.0																										50.0						
suggérer		0.94892548144			0.0651223369616	4.25155828449		0.0744255279561				0.0744255279561	0.0744255279561	0.939622290446	0.158154246907	0.939622290446	0.28839892083	3.2282072751	7.1169411108						0.130244673923	0.232579774863	3.12587217416	14.9409247372	1.71178714299		0.297702111824		0.297702111824		0.400037212764	0.232579774863	14.9409247372	3.12587217416	1.43269141315	1.26523397525	14.9409247372	0.520978695693	1.0140478184	0.148851055912	8.1402921202		14.9409247372				
suicider					0.133434998094	1.46778497903		1.04841784217	0.266869996188			0.686237133054			0.0762485703393		0.285932138772	0.686237133054	27.9832253145						0.133434998094	0.343118566527		10.1791841403			0.247807853603	0.0190621425848	0.247807853603		0.895920701487	0.343118566527	10.1791841403	0.51467784979	1.54403354937	1.96340068624	10.1791841403	0.285932138772	7.81547845978	3.03088067099	19.4433854365						
suifer																			50.0																									50.0							
suiffer																																											25.0	25.0	50.0						
suinter						1.57480314961											6.29921259843	22.272215973	10.5736782902									22.272215973	5.73678290214											5.96175478065	22.272215973				3.03712035996						
suivre	0.0136317979624	0.29093126704			0.286267757211	0.648765963553	0.0408953938872	0.0959606830248	0.0247524752475	0.0150667240637	0.0828669823504	0.142954512843	0.052733534223	0.207526187401	0.0252905725355	0.207526187401	0.298643994834	0.836382551299	2.76330893959					0.00358731525326	0.00735399626919	0.135600516573	1.13682020376	43.1078705697	0.468862103602	0.00251112067729	0.0460970010044	0.00107619457598	0.0460970010044	0.03569378677	0.0742574257426	0.135600516573	43.1078705697	1.13682020376		0.426531783613	1.11135026546	0.084660639977	0.443392165303	0.29093126704	1.48927392739		0.102417850481	0.0252905725355	0.017577844741	0.426531783613	0.102417850481
sulfater																			65.625										21.875												12.5										
sulfiter																																																			
sulfoner																																											50.0	50.0							
sulfurer																																																			
super																																																			
superfinir																																																			
superposer						0.786516853933											11.3483146067	3.8202247191	10.2247191011										8.5393258427								9.55056179775	0.112359550562		18.0898876404	9.55056179775	13.7078651685	3.14606741573	6.85393258427	4.26966292135						
superviser						0.30534351145	0.152671755725	1.37404580153	0.610687022901	0.30534351145	1.2213740458	1.67938931298		0.458015267176	0.763358778626			6.25954198473	18.7786259542									16.7938931298	0.458015267176		0.152671755725				0.610687022901	0.763358778626	16.7938931298	0.610687022901		0.763358778626	16.7938931298	0.610687022901	1.67938931298	1.52671755725	10.534351145						
supplanter						3.125												10.2678571429	24.1071428571										3.57142857143											4.91071428571	3.125		15.1785714286		35.7142857143						
supplicier						5.03597122302			10.071942446										39.5683453237																					10.071942446		5.03597122302		12.9496402878	17.2661870504						
supplier		0.349456637545				1.78989985084		0.19603665033	0.0255699978692	0.187513317707	0.072448327296	0.0426166631153		0.490091625826		0.490091625826	0.438951630087	2.56552311954	3.89942467505						0.0298316641807		0.072448327296	20.6222032815	1.56403153633		0.0127849989346	0.00426166631153	0.0127849989346	0.00852333262306	0.0511399957383	0.200298316642	20.6222032815	0.072448327296	0.238653313446	0.366503302791	20.6222032815		0.980183251651	0.238653313446	3.11101640742		20.6222032815				
suppléer									2.8								8.0	14.0	32.8										9.6					2.8	5.6					2.8	18.8				2.8						
supplémenter																			50.0																							50.0									
supporter		0.0488392537362			0.0227916517436	0.345130726403	0.0944225572233	1.0484159802	0.126982059714	0.192101064696	0.0651190049816	0.628398398072	0.133493960212	1.49122521408	0.0586071044834	1.49122521408	0.5307198906	4.18389607007	20.6720281314						0.0879106567252	0.231172467685	0.621886497574	13.5349851854	0.836779214014		1.16888613942	0.081398756227	1.16888613942	0.14000586071	1.48471331358	0.231172467685	13.5349851854	0.621886497574	1.36749910461	1.42285025885	13.5349851854	0.179077263699	0.328850975157	0.221404616937	3.10943248787		13.5349851854			1.42285025885	
supposer	0.0162153397114	0.141305103199			0.018531816813	0.224698278858		0.0324306794227			0.0254812481179	0.0115823855081	0.0301142023211	0.646297111353	0.0324306794227	0.646297111353	0.101924992471	0.762120966434	4.25768491278							1.4269498946	0.62776529454	27.4734184253	0.81308346267						0.129722717691	1.4269498946	27.4734184253	0.62776529454	0.220065324654	0.240913618569	27.4734184253	0.0996085153698	0.847830619194	0.625448817438	3.54652644259						
supprimer		0.188476036618				1.10393107162	0.188476036618	0.592353257943				0.32310177706		0.376952073236			0.457727517501	2.82714054927	31.2331717824						0.376952073236	1.83091007001	1.85783521809	9.71997845988	4.01184706516					0.269251480883	0.565428109855	1.83091007001	9.71997845988	1.85783521809		0.942380183091	9.71997845988	1.53473344103	2.58481421648	3.06946688207	12.81637049						
suppurer																	7.69230769231	15.3846153846	17.5824175824										8.79120879121						7.69230769231					2.1978021978	40.6593406593										
supputer		1.09717868339				2.19435736677								1.09717868339			4.23197492163	13.9498432602	15.0470219436									15.8307210031	8.46394984326								15.8307210031			2.19435736677	15.8307210031	1.09717868339			3.13479623824						
surabonder																	50.0																							50.0											
surajouter																			16.6666666667																						16.6666666667		16.6666666667	33.3333333333	16.6666666667						
suralimenter																			36.0																				32.0					32.0							
surbaisser																																											50.0		50.0						
surcharger																	1.82315405652	1.09389243391	6.47219690064									5.2871467639	1.27620783956								5.2871467639		0.0911577028259		5.2871467639	10.6654512306	17.9580674567	18.9608021878	25.7976298997						
surchauffer																		2.01511335013	3.27455919395																			0.251889168766			6.80100755668	6.80100755668	32.9974811083	13.6020151134	34.2569269521						
surclasser										8.23529411765								9.41176470588	10.5882352941										8.23529411765		8.23529411765				2.35294117647		9.41176470588			8.23529411765	9.41176470588			12.9411764706	12.9411764706						
surcomprimer																																											100.0								
surcontrer																																																			
surcouper																																																			
surdorer																																											50.0		50.0						
surdéterminer																																													100.0						
surenchérir						33.5051546392													25.7731958763										3.60824742268											3.60824742268	33.5051546392										
surentraîner																																										33.3333333333		66.6666666667							
surestimer																			5.97402597403								16.6233766234	10.6493506494					1.81818181818				10.6493506494	16.6233766234			10.6493506494		10.9090909091	2.85714285714	13.2467532468						
surexciter																		2.20820189274	4.41640378549										0.315457413249												0.630914826498	8.83280757098	14.1955835962	23.3438485804	46.0567823344						
surexploiter																																													100.0						
surexposer																																										9.52380952381	4.7619047619	42.8571428571	42.8571428571						
surfaire																		23.3333333333	23.3333333333																								46.6666666667	6.66666666667							
surfer										0.0631711939356				0.56854074542				1.51610865445	34.6809854706							0.126342387871	0.56854074542	19.8989260897	1.01073910297								19.8989260897	0.56854074542	0.631711939356	0.56854074542	19.8989260897										
surfiler																																																			
surgeler																			2.22222222222																						31.1111111111	17.7777777778	6.66666666667	2.22222222222	40.0						
surgeonner																																								100.0											
surgir					1.55473198951	18.0059658321					0.406761276326	0.479074392118		0.153665371057		0.153665371057	4.95344843171	7.52960318178	18.1596312031						0.0632739763175		0.25309590527	1.85302359215	3.66085148694					0.126547952635	0.50619181054		1.85302359215	0.25309590527	1.85302359215	5.14327036066	18.0059658321	0.87679652897	2.05188466058	1.85302359215	9.48205730814						0.768326855283
surglacer																																																			
surhausser																																																			
surimposer																																																			
suriner																		1.42857142857	51.4285714286														10.0							10.0	10.0				17.1428571429						
surir																			66.6666666667																						33.3333333333										
surjaler																																																			
surjeter																																																			
surlier																																																			
surmener																		5.97609561753	5.97609561753								5.97609561753	5.97609561753	0.398406374502									5.97609561753			5.97609561753	5.97609561753	8.36653386454	13.9442231076	35.4581673307						
surmonter		0.339065148946			0.193751513684	1.380479535	0.557035601841	0.0968757568419	0.242189392105	0.775006054735		0.750787115524	0.169532574473	0.169532574473			1.1625090821	3.92346815209	26.2775490434								0.0968757568419	4.67425526762	4.74691208525					0.169532574473	0.484378784209		4.67425526762	0.0968757568419		1.28360377815	4.67425526762	4.48050375394	13.4415112618	5.88520222814	19.2540566723						
surmouler																																																			
surnager					2.1875	4.375						2.1875					10.625	19.0625	17.1875									14.375	4.375							0.3125			2.1875	8.75	14.375										
surnommer					0.0672043010753	1.14247311828						0.0672043010753	0.470430107527	0.134408602151		0.134408602151	1.00806451613	10.4838709677	5.24193548387									11.2903225806	0.537634408602		0.470430107527						11.2903225806			3.42741935484	11.2903225806		8.06451612903	1.00806451613	33.8709677419						
suroxyder																																																			
surpasser						2.80979827089		0.14409221902		0.0720461095101		3.89048991354		2.1613832853			0.576368876081	3.31412103746	15.8501440922						0.576368876081	1.15273775216	0.28818443804	12.7521613833	2.01729106628					0.0720461095101	1.15273775216	1.15273775216	12.7521613833	0.28818443804	1.51296829971	3.53025936599	12.7521613833	0.504322766571	4.03458213256	2.8818443804	13.7608069164						
surpayer																																									4.54545454545			36.3636363636	59.0909090909						
surpiquer																																																			
surplomber						0.438321853475							0.876643706951				5.51033187226	14.5272385723	0.93926111459									20.1001878522	9.51784596118						0.438321853475		20.1001878522			3.56919223544	20.1001878522		1.25234815279	0.438321853475	2.19160926738						
surprendre		28.6724031961		28.6724031961	0.303472649047	4.22556853104	0.0307314074985	0.130608481868	0.00768285187462	0.0268899815612	0.09987707437	0.522433927474	0.0537799631223	0.702980946527	0.0422556853104	0.702980946527	0.326521204671	2.97710510141	9.76874615857						0.184388444991	0.0691456668715	0.510909649662	1.38675476337	1.64413030117		0.0422556853104		0.0422556853104	0.0460971112477	0.464812538414	0.0691456668715	1.38675476337	0.510909649662	1.38675476337	0.464812538414	4.92854947757	0.391825445605	7.98248309773				0.610786724032				0.610786724032
surproduire																																																			
sursaturer																																													100.0						
sursauter		3.40659340659			0.384615384615	24.6978021978								0.549450549451		0.549450549451	1.51098901099	3.13186813187	18.2417582418						0.192307692308		0.412087912088	13.1868131868	5.19230769231		0.192307692308			0.192307692308		0.384615384615	13.1868131868	0.412087912088		0.989010989011	13.1868131868										
sursemer																																																			
surseoir																			100.0																																
surtaxer																			33.3333333333																									66.6666666667							
surtondre																																																			
surveiller						0.166998011928	0.0914512922465	0.465208747515	0.0357852882704	0.155069582505	0.107355864811	0.473161033797	0.0636182902584	1.14115308151	0.163021868787	1.14115308151	0.962226640159	4.18687872763	17.9125248509						0.0278330019881	0.437375745527	4.13121272366	12.9423459245	2.30616302187		0.0914512922465		0.0914512922465	0.0357852882704	0.194831013917	0.437375745527	12.9423459245	4.13121272366	0.9662027833	2.15109343936	12.9423459245	0.497017892644	1.80914512922	1.12127236581	2.73558648111						12.9423459245
survenir					2.34948604993	15.3695545766					0.978952520803	1.51737640724		0.342633382281			2.00685266765	7.88056779246	12.187958884						0.978952520803				4.06265296133					0.685266764562	1.7131669114					4.06265296133	14.5374449339	2.05580029369	6.2163485071	8.1742535487	12.5795398923						2.30053842389
survirer																																									100.0										
survivre	0.0101729399797	0.213631739573			0.274669379451	1.03763987792	0.406917599186	3.18413021363	0.620549338759	0.620549338759	1.50559511699	4.53713123093	0.0610376398779	0.183112919634	0.0610376398779	0.183112919634	0.986775178026	2.07527975585	34.4455747711						0.142421159715	0.345879959308	0.30518819939	1.83112919634	1.6988809766		0.539165818922	0.0610376398779	0.539165818922	0.528992878942	2.11597151577	0.345879959308	1.83112919634	0.30518819939	1.83112919634	3.06205493388	6.21566632757				23.6622583927		1.99389623601		0.244150559512		1.99389623601
survoler	0.453367875648					0.971502590674	0.453367875648	0.259067357513	1.03626943005			0.647668393782	0.971502590674	0.841968911917			2.91450777202	6.41191709845	19.6243523316							1.87823834197	1.42487046632	10.6865284974	4.72797927461							1.87823834197	10.6865284974	1.42487046632		7.57772020725	10.6865284974	1.29533678756	1.94300518135		11.2046632124						
survolter																		7.52688172043																									40.8602150538	20.4301075269	31.1827956989						
surédifier																																																			
surélever																		2.20820189274	6.30914826498								0.630914826498	5.04731861199									5.04731861199				5.04731861199	13.5646687697	17.3501577287	5.67823343849	39.1167192429						
suréquiper																																											100.0								
surévaluer																																													100.0						
susciter						3.56738391846					0.19818799547			0.679501698754		0.679501698754	4.24688561721	8.6919592299	23.7542468856									11.0985277463	4.4167610419					0.481313703284	0.59456398641		11.0985277463		0.254813137033	3.31257078143	11.0985277463	1.38731596829	4.61494903737	1.84031710079	7.98414496036						
suspecter											0.209497206704	0.488826815642		1.18715083799	0.768156424581	1.18715083799	0.977653631285	3.35195530726	12.7793296089							1.32681564246	2.37430167598	14.3156424581	1.25698324022					0.488826815642	0.349162011173	1.32681564246	14.3156424581	2.37430167598	0.488826815642	1.74581005587	14.3156424581	0.279329608939	3.6312849162	3.98044692737	16.4804469274						
suspendre					0.3520506953	3.46769934871	0.07041013906	0.10561520859	0.017602534765		0.17602534765	0.264038021475		0.14082027812			0.510473508185	2.30593205422	11.6352754797						0.123217743355	0.45766590389	1.07375462067	2.20031684563	1.37299771167						0.651293786305	0.45766590389	2.20031684563	1.07375462067	2.20031684563	0.545678577715	3.66132723112	6.79457841929	17.7609575779	9.68139412075	30.2411547263		0.228832951945				0.228832951945
sustenter																			60.7843137255																		10.7843137255				10.7843137255			6.86274509804							10.7843137255
susurrer		1.14566284779				17.6759410802		0.163666121113									2.29132569558	12.2749590835	9.00163666121									16.6939443535	4.41898527005											5.89198036007	16.6939443535	1.3093289689	2.29132569558	1.14566284779	9.00163666121						
suturer																			61.6438356164										9.58904109589														10.9589041096		17.8082191781						
suçoter						4.06976744186												15.6976744186	24.4186046512										4.06976744186								19.7674418605			4.06976744186	19.7674418605				8.13953488372						
swinguer																	100.0																																		
symboliser						0.573770491803		0.0819672131148				0.819672131148					1.96721311475	11.9672131148	7.29508196721						0.573770491803			18.4426229508	5.49180327869						0.0819672131148		18.4426229508			6.88524590164	18.4426229508		3.11475409836	2.45901639344	3.3606557377						
sympathiser		2.38095238095							0.340136054422			2.38095238095	2.38095238095				0.340136054422	14.6258503401	30.2721088435										0.340136054422							4.7619047619	20.4081632653	1.36054421769			20.4081632653										
synchroniser												1.2539184953					0.313479623824		10.65830721							10.65830721	8.15047021944	6.89655172414								10.65830721					6.89655172414	4.70219435737	6.58307210031	8.77742946708	24.4514106583						
syncoper																			1.75438596491																								12.2807017544	14.0350877193	71.9298245614						
syncristalliser																																																			
syndicaliser																			100.0																																
syndiquer																			21.1267605634								3.52112676056										7.04225352113				7.04225352113		2.81690140845	33.0985915493	25.3521126761						
synthétiser												0.952380952381							30.4761904762																		22.8571428571			0.952380952381	22.8571428571		4.7619047619	1.90476190476	15.2380952381						
syntoniser																																																			
systématiser																			100.0																																
sécher		0.151992183259			0.51025947237	0.673108240148		0.141135598741	0.0108565845185		0.0868526761481	0.499402887851	0.0868526761481	0.597112148518	0.0325697535555	0.597112148518	3.57181630659	3.37639778526	17.4899576593						0.0759960916296	0.119422429704	1.07480186733	11.0411464553	1.70448376941		0.0542829225926		0.0542829225926	0.0759960916296	0.238844859407	0.119422429704	11.0411464553	1.07480186733	0.922809684073	3.39811095429	11.0411464553	3.02898708066	4.55976549777	1.71534035392	9.7926392357						11.0411464553
sécréter														1.70316301703			1.70316301703	11.4355231144	11.9221411192						1.70316301703				6.56934306569									1.70316301703	0.243309002433	9.48905109489	26.5206812652		9.97566909976	3.40632603406	13.6253041363						
sécuriser																		0.918635170604	14.3044619423								10.3674540682		1.1811023622									10.3674540682				2.62467191601	26.3779527559	4.59317585302	29.2650918635						
sédentariser																	46.6666666667		46.6666666667																						6.66666666667										
sédimenter																																									50.0		50.0								
séduire					0.463141644153	0.84909301428				0.231570822076		0.443844075646					0.270165959089	3.10690852953	33.2497105365								0.308761096102	1.48591277499	2.79814743342						0.308761096102		1.48591277499	0.308761096102	1.48591277499	0.984175993825	21.304515631	0.540331918178	6.52257815515	0.945580856812	21.304515631		0.714010034736		0.173678116557		0.714010034736
séjourner	0.759219088937					3.68763557484	0.108459869848		2.06073752711				2.16919739696	0.759219088937	0.867678958785		3.90455531453	16.1605206074	18.8720173536								1.08459869848	14.0997830803	2.9284164859			0.108459869848		0.759219088937			14.0997830803	1.08459869848	0.108459869848	2.27765726681	14.0997830803										
sélecter													100.0																																						
sélectionner						1.04166666667		0.297619047619				1.6369047619					1.04166666667	2.52976190476	25.744047619								1.6369047619	5.65476190476	2.38095238095		0.14880952381						5.65476190476	1.6369047619			5.65476190476	3.57142857143	5.95238095238	15.1785714286	20.2380952381						
séparer	0.148487548258	0.0636375206822			1.44669297018	1.28972041916	0.190912562047	0.280005091002	0.127275041364	0.00848500275763	0.0381825124093	0.733952738535	0.32243010479	0.148487548258	0.165457553774		3.39400110305	8.17530015697	16.4269653388						0.114547537228	1.12002036401	1.15820287642	11.4377837173	2.04488566459		0.148487548258		0.148487548258	0.131517542743	0.32243010479	1.12002036401	11.4377837173	1.15820287642		4.17037885537	11.4377837173	1.69275805015	3.64855118578	10.2838233422	5.46434177591						
séquestrer																	1.8691588785	7.94392523364	21.261682243																		4.67289719626	2.80373831776			4.67289719626		30.3738317757	5.14018691589	21.261682243						
sérancer																																																			
sévir						25.046728972		1.96261682243				0.373831775701		0.654205607477			4.11214953271	14.1121495327	22.1495327103						0.654205607477				0.0934579439252											4.85981308411	25.046728972										0.934579439252
tabasser					0.0500250125063							0.40020010005		0.700350175088		0.700350175088	0.200100050025	2.35117558779	29.6148074037							0.40020010005	0.450225112556	11.1555777889	0.0500250125063		0.900450225113		0.900450225113	0.0500250125063		0.40020010005	11.1555777889	0.450225112556	1.6008004002	2.25112556278	11.1555777889		3.10155077539	2.30115057529	19.659829915						
tabler						0.185185185185			0.185185185185							0.185185185185			10.7407407407							0.37037037037		23.7037037037	2.77777777778							0.37037037037	23.7037037037		7.03703703704		23.7037037037								7.03703703704		
tabuler						100.0																																													
tacher								0.606493043168				0.820549411345					0.963253656796	3.13949339993	7.56332500892							0.142704245451	0.927577595433	7.99143774527	1.46271851588				0.24973242954		0.606493043168		7.99143774527	0.927577595433	0.820549411345	0.428112736354	7.99143774527	7.52764894756	17.7310024973	9.81091687478	21.4769889404				0.820549411345		
tacheter																	2.05882352941		2.05882352941										2.05882352941													16.4705882353	34.7058823529	14.1176470588	28.5294117647						
tailler					0.103720990535	1.32244262933		0.583430571762	0.0907558667185		0.0518604952677	0.259302476339		0.777907429016		0.777907429016	0.920523791002	4.35628160249	12.7317515882							0.181511733437	0.700116686114	10.553610787	2.02255931544		0.388953714508		0.388953714508		0.375988590691		10.553610787	0.700116686114	0.440814209776	2.20407104888	10.553610787	3.33203682095	6.22325943213	5.34163101258	13.0688448075				0.440814209776		10.553610787
taire	0.0380220908348	0.908727970951			1.29655329747	5.62917054809	0.0494287180852	0.395429744682	0.0247143590426	0.0532309271687	0.123571795213	0.182506036007	0.209121499591	0.576034676147	0.0323187772096	0.576034676147	0.91823349366	2.46953479972	12.07201384					0.0133077317922	0.0836485998365	0.389726431056	5.45236782571	18.037679892	0.429649626433	0.0266154635843	0.0912530180035		0.0912530180035	0.0152088363339	0.169198304215	0.389726431056	18.037679892	5.45236782571	18.037679892	1.19389365221	3.61970304747			0.908727970951	0.807969430239		0.570331362522		0.0570331362522		0.570331362522
taler																		15.5555555556	7.77777777778							21.1111111111										21.1111111111				4.44444444444	17.7777777778		7.77777777778							4.44444444444	
taller																			50.0																	50.0															
talocher																	24.1379310345	24.1379310345	27.5862068966																						24.1379310345										
talonner						3.93258426966												13.4831460674	7.30337078652										7.86516853933							0.280898876404	17.1348314607			3.37078651685	17.1348314607		5.89887640449	5.61797752809	17.9775280899						
talquer						12.0689655172													37.9310344828						12.0689655172																	12.0689655172			25.8620689655						
tambouriner					0.949796472185	6.37720488467								1.0854816825			2.71370420624	14.9253731343	20.4884667571										10.5834464043								15.7394843962			4.74898236092	15.7394843962		2.84938941655		3.79918588874						
tamiser														2.39726027397			4.79452054795	6.84931506849	15.0684931507								0.684931506849	7.87671232877	6.84931506849											2.39726027397	7.87671232877	2.7397260274	21.2328767123	4.79452054795	16.4383561644						
tamponner		0.48309178744				4.20979986197						0.0690131124914		1.24223602484		1.24223602484	1.38026224983	6.62525879917	7.45341614907								1.51828847481	20.8419599724	2.82953761215								20.8419599724	1.51828847481		1.17322291235	20.8419599724		1.03519668737	1.10420979986	5.5900621118						
tancer		6.66666666667																6.66666666667	45.7142857143										6.66666666667												13.3333333333		6.66666666667	7.61904761905	6.66666666667						
tanguer						7.07456978967											1.9120458891	25.430210325	16.4435946463										5.25812619503					0.669216061185			19.7896749522			3.63288718929	19.7896749522										
taniser																																																			
