;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
22;absoudre;;;;;;;;;;;;;;;;;;;absudr;;;;;;;;;;;;;;;;;;absu;;absu;;;;;;;;;;;;
23;abstenir;;;;;;;;;;;;;;;;;;;;;;;;;;;;abstjê;;;;;;;;;;;;;;;;;;;;;;abstjEn;
24;abstraire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;abstrE;;;abstrE;;;;;;;
25;abuser;;;;;;;;;;;;;;;;;;;abyze;;;;;;;;abyze;abyz;;;;;;;;;abyz;abyze;;abyz;abyz;;;;abyze;;abyz;;abyz;;abyz
26;abâtardir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;abatardi;;;;;;;;;
27;abêtir;;;;;;;;;;;;;;;;;;;abEtir;;;;;;;;;;;;;;;;;;;;;;;;;;abEti;;;;;;
28;abîmer;;abimE;;;;;;;;;;abim6ra;;;;;;abimE;abime;;;;;;;;abime;abim;;;abim6rE;;;;;;abim;;;;abim;;abime;;abime;;abim;;abim;;abim
29;acagnarder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akaJarde;;;;;;
30;accabler;;;;;;akabla;;;;;;;;;;;;akablE;akable;;;;;;;;;akabl;;;;;;;;;;;;akabl;;;akable;akable;akable;;akabl;;;;akabl
31;accaparer;;;;;;;;;;;;;;;;;;;akapare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;accentuer;;;;;;aksâtya;;;;;;;;;;;aksâtyE;aksâtyE;aksâtye;;;;;;;;;;aksâtyâ;;;;;;;;;;;;aksâty;;;;aksâtye;;aksâty;;;;aksâty
33;accepter;;aksEptE;;;;aksEpta;aksEpt6rô;aksEpt6rE;aksEpt6re;aksEpt6ra;aksEpt6rô;aksEpt6ra;aksEptjô;;aksEptje;aksEptE;aksEptE;aksEptE;aksEpte;;;;;;aksEpta;aksEptô;aksEpte;aksEpt;aksEptâ;;aksEpt6rE;;aksEpt6rE;aksEpt6rE;aksEpt6rE;aksEptô;aksEpt;aksEpte;aksEpt;aksEpt;aksEpt;;aksEpte;aksEpte;aksEpte;aksEptjô;aksEpt;;aksEpt;;aksEpt
34;accidenter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aksidât;;;;;;;;;;
35;acclamer;;;;;;;;;;;;;;;;;aklamE;;;;;;;;;;;aklam;;;;;;;;;;aklame;;;;;;aklame;;;;;;;
36;acclimater;;;;;;;;;;;;;;;;;;;aklimate;;;;;;;;;;;;;;;;;;aklimat;;;;;;;;;;;;;;
37;accommoder;;;;;akOmOdEr;;;;;;;;;;;;;;akOmOde;;;;;;;akOmOdô;;akOmOd;;;;;;;akOmOd6rE;;akOmOd;;;;akOmOd;;;akOmOde;;;;;;;akOmOd
38;accompagner;;akôpaJE;;;akôpaJEr;akôpaJa;;;;akôpaJ6ra;;akôpaJ6ra;;;;;akôpaJE;akôpaJE;akôpaJe;;;;;;;;akôpaJe;akôpaJ;akôpaJâ;;;;;;akôpaJ6rE;akôpaJô;akôpaJ;akôpaJe;;akôpaJ;akôpaJ;;akôpaJe;akôpaJe;akôpaJe;;akôpaJ;;akôpaJ;akôpaJ;akôpaJ
39;accomplir;;akôpli;;akôpli;;akôpli;;;akôplire;;;akôplira;akôplisjô;;;akôplisE;akôplisE;akôplisE;akôplir;;akôplis;;;akôplis;;;akôplise;akôpli;akôplisâ;;;;;;;;akôpli;;akôpli;akôplis;akôpli;;akôpli;akôpli;akôpli;;akôplis;;;akôplis;akôplis
40;accorder;;;;;;akOrda;;;;;akOrd6rô;akOrd6ra;;akOrdE;;;akOrdE;akOrdE;akOrde;;;;;;;akOrdô;akOrde;akOrd;;;;akOrd6rje;;;;;akOrd;akOrde;;akOrd;akOrd;;akOrde;akOrde;akOrde;;akOrd;;akOrd;akOrd;akOrd
41;accoster;;;;;;akOsta;;;;;;;;;;;;akOstE;akOste;;;;;;;;;;akOstâ;;;;;;;;;;;;;;;;akOste;;;;;;
42;accoter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akOtâ;;;;;;;;akOt;;;;;akOte;;;;;;;;;
43;accoucher;;;;;;akuSa;;;;;;;;;;;;;akuSe;;;;;;;;akuSe;akuS;;;;;;;;;akuS;;;;akuS;;;;akuSe;;akuS;;akuS;;akuS
44;accouder;;;;;;akuda;;;;;;;;;;;akudE;;;;;;;;;;;akud;akudâ;;;;;;;;;;;;;;;;akude;;;;;;
45;accoupler;;;;;;;;;;;;;;;;;;;akuple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akupl;
46;accourir;;akury;;;;;;;;;;;;;;;;akurE;akurir;;;;;;;akurô;;;;;;;;;;;akur;akure;;akur;akur;;;akury;akury;;;;;akur;
47;accoutrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akutre;;;;;;
48;accoutumer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akutym;;;;akutyme;;;;;;
49;accrocher;;;;;;akrOSa;;;akrOS6re;;;;;;akrOSje;;;akrOSE;akrOSe;;;;;;;;akrOSe;akrOS;akrOSâ;;akrOS6rE;;;;;akrOSô;akrOS;akrOSe;akrOS;akrOS;akrOS;akrOSe;akrOSe;akrOSe;akrOSe;;akrOS;;;akrOS;akrOS
50;accroire;;;;;;;;;;;;;;;;;;;akrwar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;accroupir;;akrupi;;akrupi;;akrupi;;;;;;;;;;;;;;;;;;;;;;akrupi;akrupisâ;;;;;;;;akrupi;;akrupi;;akrupi;;akrupi;akrupi;akrupi;;;;;;akrupis
52;accroître;;;;;;akry;;;;;;;;;;;;;akrwatr;;;;;;;;;;;;;;;;;;akrwa;;;;akrwa;;;;;;;;;;
53;accueillir;;;;ak6ji;;ak6ji;;;ak6j6re;;;ak6j6ra;;;;ak6jE;ak6jE;ak6jE;ak6jir;;;;;;;ak6jô;ak6je;ak9j;;;;;;;;ak6jô;ak9j;;;ak9j;ak9j;;ak6ji;ak6ji;ak6ji;;ak9j;;;;ak9j
54;acculer;;;;;;;;;;;;;;;;;;;akyle;;;;;;;;;;;;;;;;;;;;;;;;;akyle;;;;;;;akyl
55;accumuler;;;;;;;;;;;;;;;;;;;akymyle;;;;;;;;;akymyl;akymylâ;;;;;;;;akymyl;;;;akymyl;akymyle;;akymyle;;;akymyl;;;;akymyl
56;accuser;;;;;;;;;;;;;;;;;;akyzE;akyze;;;;;;;;akyze;akyz;akyzâ;;;;akyz6rE;;;;akyz;;akyz;akyz;akyz;akyze;akyze;akyze;akyze;;akyz;;akyz;akyz;akyz
57;accéder;;;;;;;;;;;;;;aksEdE;;;;aksEdE;aksEde;;;;;;;;;aksEd;;;;;;;;;;;;aksEd;aksEd;;;;;;aksEd;;;;aksEd
58;accélérer;;aksElErE;;;;aksElEra;;;;;;;;aksElErE;;;;aksElErE;aksElEre;;;;;;;;;aksElEr;;;;;;;;;aksElEr;aksElEre;;;aksElEr;;aksElEre;;aksElEre;;aksElEr;;aksElEr;;aksElEr
59;acharner;;;;;;;;;;;;;;;;;aSarnE;aSarnE;aSarne;;;;;;;;aSarne;aSarn;aSarnâ;;;;;;;;aSarn;;;aSarn;aSarn;;aSarne;aSarne;aSarne;;aSarn;;;aSarn;aSarn
60;acheminer;;;;;;;;;;;;;;;;;;;aS6mine;;;;;;;aS6minô;;aS6min;;;;;;;;;;;;aS6min;aS6min;;;;aS6mine;;;;;;aS6min
61;acheter;;aS6tE;;;aS6tEr;aS6ta;aSEt6rô;aSEt6rE;;aSEt6ra;;aSEt6ra;;aS6tE;;aS6tE;aS6tE;aS6tE;aS6te;;;;;;;aS6tô;aS6te;aSEt;aS6tâ;;aSEt6rE;;aSEt6rE;aSEt6rE;aSEt6rE;aS6tô;aSEt;aS6te;aSEt;aSEt;aSEt;aS6te;aS6te;;aS6te;;aSEt;;aSEt;aSEt;aSEt
62;achever;;;;;aS6vEr;aS6va;;;;;;aSEv6ra;;;;aS6vE;;aS6vE;aS6ve;;;;;;;;;aSEv;aS6vâ;;;;;;;aS6vô;aSEv;aS6ve;aSEv;aSEv;aSEv;;aS6ve;;aS6ve;;aSEv;;;;aSEv
63;acoquiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akOkin
64;acquiescer;;;;;;akjEsa;;;;;akjEs6rô;;;;;;;akjEsE;akjEse;;;;;;;;;akjEs;;;;;;;;;akjEs;;;;akjEs;;;;;;;;;;akjEs
65;acquitter;;;;;;;;;;;;;;;;;;;akite;;;;;;;;;akit;;;;;;;;;akit;;akit;;akit;;;akite;;;akit;;;;akit
66;acquérir;;aki;;aki;;;;;;;;;;akErE;;;akErE;;akErir;;;;;;;;;;;;;;;;;;;;;;akjEr;;akiz;;;;;;;;akjEr
67;actionner;;;;;;;;;;;;;;;;;;aksjOnE;;;;;;;;;;;;;;;;;;;;;;;aksjOn;;;;aksjOne;;aksjOn;;;;
68;activer;;;;;aktivEr;;;;;;;;;;;;;aktivE;aktive;;;;;;;;aktive;aktiv;;;;;;;;;aktiv;aktive;;;aktiv;;;aktive;aktive;;aktiv;;;;aktiv
69;actualiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aktyalize;;;;;;;;;;;;;
70;adapter;;;;;;;;;;;;;;;;;;;adapte;;;;;;;;;adapt;;;;;;;;;adapt;;;;adapt;;adapte;;adapte;;;;;adapt;adapt
71;additionner;;;;;;;;;;;;;;;;;;;;;;;;;;;;adisjOn;;;;;;;;;;;;;;;;;;;;;;;
72;adhérer;;;;;;;;;;;;;;;;;;adErE;;;;;;;;;;adEr;;;;;;;;;adEr;adEre;;;;;;;;;adEr;;;;
73;adjoindre;;;;;;;;;;;;;;;;;;;;;;;;;adZwaJi;;;;;;;;;;;;;;;;adZwê;;;;;;;;;;
74;adjurer;;;;;;;;;;;;;;;;;;;adZyre;;;;;;;;;adZyr;adZyrâ;;;;;;;;;;;;adZyr;;;;;;;;;;
75;admettre;;admi;;admi;;admi;;;;;;;admEtjô;admEtE;;admEtE;;;admEtr;;;;;;;admEtô;;admE;admEtâ;;;;;;admEtrE;admEtô;admE;admEte;admE;;admE;;admiz;;;admEtjô;;;;;
76;administrer;;;;;;;;;;;;;;;;;;administrE;administre;;;;;;;;administre;administr;;;;;;;;;administr;;;;administr;;administre;;;;;;;;administr
77;admirer;;;;;;admira;;;;;;;admirjô;admirE;;admirE;admirE;admirE;admire;;;;;;;admirô;admire;admir;;;;;;;;admirô;admir;admire;;admir;admir;;admire;admire;admire;;admir;;admir;admir;admir
78;admonester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;admOnEste;;;;;;
79;adonner;;;;;;adOna;;;;;;;;;;;;;adOne;;;;;;;;;adOn;;;;;;;adOn6rE;;adOn;;;adOn;;;;adOne;;;;;;;adOn
80;adopter;;;;;;adOpta;;;;;;;;;;adOptE;;;adOpte;;;;;;;;adOpte;adOpt;;;;;;adOpt6rE;;;adOpt;;;adOpt;adOpt;;adOpte;;adOpte;;adOpt;;;;
81;adorer;;adOrE;;;;;;;;;;adOr6ra;;adOrE;;adOrE;adOrE;adOrE;adOre;;;;;;;adOrô;;adOr;;;adOr6rE;;adOr6rE;adOr6rE;;;adOr;;adOr;adOr;adOr;;adOre;;adOre;;adOr;adOrje;adOr;adOr;adOr
82;adosser;;;;;;adOsa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ados;;adOse;;adOse;;ados;;;;ados
83;adoucir;;;;;;adusi;;;;;;;;;;;;adusisE;adusir;;;;;;;;;;;;;;;;;;adusi;adusise;;adusis;;;;;adusi;;;;;;
84;adresser;;adrEsE;;;;adrEsa;;;;;;;;adrEsE;adrEsje;adrEsE;adrEsE;adrEsE;adrEse;;;;;;;adrEsô;adrEse;adrEs;adrEsâ;;;;;;adrEs6rE;;adrEs;adrEse;;;adrEs;;adrEse;;adrEse;;adrEs;;adrEs;;adrEs
85;aduler;;;;;;;;;;;;;;;;;;adylE;;;;;;;;;;;;;;;;;;;;;;adyl;;;;;;;;;;;
86;advenir;;;;;;advê;;;;;;advjêdra;;;;;;adv6nE;adv6nir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;affaiblir;;afEbli;;;;afEbli;;;;;;;;;;;afEblisE;;afEblir;;;;;;;;;afEbli;afEblisâ;;;;;;;afEblisô;;;;afEblis;afEbli;;;afEbli;afEbli;;;;;;
88;affairer;;;;;;afEra;;;;;;;;;;;afErE;afErE;afEre;;;;;;;;;afEr;;;;;;;;;afEr;;;;afEr;;;;;;afEr;;afEr;afEr;afEr
89;affaisser;;;;;;afEsa;;;;;;;;;;;;;afEse;;;;;;;;;afEs;;;;;;;;;;;;;afEs;;;;;;afEs;;;afEs;afEs
90;affaler;;;;;;afala;;;;;;;;;;;;;afale;;;;;;;;afale;afal;afalâ;;;;;;;;afal;;;afal;afal;;;afale;afale;;;;;;
91;affamer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afam;;;;afam;;afame;afame;afame;;afam;;;;
92;affecter;;;;;;afEkta;;;;;;;;afEktE;;;;afEktE;afEkte;;;;;;;;afEkte;afEkt;;;;;;;;afEktô;afEkt;;;;afEkt;afEkte;afEkte;afEkte;afEkte;;afEkt;afEktje;;afEkt;afEkt
93;affectionner;;;;;;;;;;;;;;;;;;afEksjOnE;;;;;;;;;afEksjOne;afEksjOn;;;;;;;;;;;;;afEksjOn;;;;;;afEksjOn;;;afEksjOn;
94;affermir;;;;afErmi;;;;;;;;;;;;;;;afErmir;;;;;;;;;;;;;;;;;;afErmi;;;;;;;;;;;;;;
95;afficher;;;;;;;;;;;;;;afiSE;;;afiSE;afiSE;afiSe;;;;;;;;;afiS;afiSâ;;;;;;;;afiS;afiSe;afiS;afiS;afiS;;afiSe;afiSe;afiSe;;afiS;;;afiS;afiS
96;affilier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afilje;;;;;;
97;affiner;;;;;;;;;;;;;;;;;;afinE;afine;;;;;;;;;;;;;;;;;;;;;afin;;;;;;;;;;afin;
98;affirmer;;;;;;afirma;;;;;;;;afirmE;afirmje;;afirmE;afirmE;afirme;;;;;;;;;afirm;afirmâ;;;;;;;;afirm;;;afirm;afirm;;;;afirme;afirmjô;afirm;;afirm;afirm;afirm
99;affleurer;;;;;;;;;;;;;;;;;;;afl6re;;;;;;;;;afl9r;;;;;;;;;;;;;;;;;;;;;;afl9r;
100;affliger;;;;;;;;;;;;;;;;;;;afliZe;;;;;;;;;;;;;;;;;;afliZ;;;;afliZ;;afliZe;afliZe;afliZe;;;;;;
101;affluer;;;;;aflyEr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afly;;;;;;;;;;afly;
102;affoler;;;;;;afOla;;;;;;;;;;afOlE;;;afOle;;;;;;;;;afOl;afOlâ;;;;;;afOl6rE;;afOl;afOle;;afOl;afOl;;afOle;afOle;afOle;;afOl;;;;afOl
103;affranchir;;;;;;afrâSi;;;;;;;;;;;;;afrâSir;;;;;;;;;;;;;;;;;;afrâSi;;;;afrâSi;;afrâSi;afrâSi;afrâSi;;afrâSis;;;;
104;affriander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afriâde;;;;;;;
105;affronter;;;;;afrôtEr;afrôta;;;;;;;;afrôtE;;;afrôtE;afrôtE;afrôte;;;;;;;;;afrôt;afrôtâ;;;;;;afrôt6rE;;afrôt;;;afrôt;afrôt;;afrôte;afrôte;afrôte;;;;afrôt;afrôt;afrôt
106;affréter;;;;;;;;;;;;;;;;;;;afrEte;;;;;;;;;;;;;;;;;;;;;;;;;;afrEte;;;;;;
107;affubler;;;;;;;;;;;;;;;;;;;afyble;;;;;;;;;afybl;;;;;;;;;afybl;;;;afybl;;;afyble;;;afybl;;;;
108;affûter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afyt;;afyte;;;;afyt;;;;
109;agacer;;;;;agasEr;;;;;;;;;;;;agasE;agasE;agase;;;;;;;;;agas;;;;;;;agas6rE;;agas;agase;;agas;agas;agase;agase;;agase;;agas;;;agas;agas
110;agencer;;;;;;;;;;;;;;;;;;;;;;;;;;;;aZâs;;;;;;;;;;;;;;;;;;;;;;;
111;agenouiller;;;;;;aZ6nuja;;;;;;;;;;;;aZ6nujE;aZ6nuje;;;;;;;;;aZ6nuj;;;;;;;;;aZ6nuj;;;;aZ6nuj;;aZ6nuje;aZ6nuje;aZ6nuje;;aZ6nuj;;;;aZ6nuj
112;agglomérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aglOmEr;;;;;;;;;;;;;;
113;aggraver;;agravE;;;;agrava;;;;;;;;;;;agravE;agravE;agrave;;;;;;;;agrave;agrav;;;;;;;;;;agrave;;agrav;agrav;;agrave;;agrave;;agrav;;;agrav;agrav
114;agir;;aZi;;aZi;;aZi;aZirô;;;;;aZira;;aZisE;aZisje;;aZisE;aZisE;aZir;;aZis;aZisje;;aZis;;aZisô;aZise;aZi;aZisâ;;;;;;aZirE;aZisô;aZi;aZise;aZi;;aZi;;;;;;aZis;;;aZis;aZis
115;agiter;;;;;;aZita;;;;;aZit6rô;;;;;;aZitE;aZitE;aZite;;;;;;;;;aZit;aZitâ;;;;;;;;aZit;;;aZit;aZit;aZite;aZite;aZite;aZite;;aZit;;aZit;aZit;aZit
116;agonir;;;;;;;;;;;;;;;;;;;agOnir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;agoniser;;;;;;;;;;;;;;;;;;agOnizE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;agOniz;;;;
118;agrafer;;;;;;;;;;;;;;;;;;;;;;;;;;;;agraf;;;;;;;;;;;;;;;;;;;;;;;
119;agrandir;;agrâdi;;agrâdi;agrâdir;agrâdi;;;;;;;;;;;;;agrâdir;;;;;;;;;agrâdi;;;;;;;;;agrâdi;;agrâdi;;agrâdi;;agrâdi;agrâdi;agrâdi;;;;;agrâdis;
120;agresser;;;;;;;;;;;;;;;;;;;agrEse;;;;;;;;;agrEs;;;;;;;;;agrEs;;;;;;agrEse;;agrEse;;agrEs;;;;agrEs
121;agripper;;;;;;agripa;;;;;;;;;;;agripE;;agripe;;;;;;;;;agrip;;;;;;;;;agrip;;;agrip;agrip;agripe;agripe;agripe;agripe;;agrip;;;agrip;agrip
122;agréer;;;;;;;;;;;;;;;;;;;agrEe;;;;;;;;;;;;;;;;;;;;;agre;;;;;;;;;;;
123;agrémenter;;;;;;agrEmâta;;;;;;;;;;;agrEmâtE;;;;;;;;;;;;;;;;;;;;;;;;;agrEmâte;agrEmâte;;;;;;;agrEmât;
124;aguerrir;;;;;;;;;;;;;;;;;;;agErir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;aguicher;;;;;;;;;;;;;;;;;;;agiSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;ahaner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aan;;;;;;;;;;aan;;;;
127;ahurir;;ayri;;ayri;;;;;;;;;;;;;;;;;;;;;;;;ayri;ayrisâ;;;;;;;;;;;;;;;;;;;;;;
128;aider;;EdE;;;;Eda;;Ed6rE;Ed6re;Ed6ra;Ed6rô;Ed6ra;Edjô;EdE;;EdE;EdE;EdE;Ede;;;;;;;Edô;Ede;Ed;Edâ;;Ed6rE;;Ed6rE;;Ed6rE;Edô;Ed;Ede;Ed;Ed;Ed;;Ede;Ede;Ede;;Ed;Edje;Ed;Ed;Ed
129;aigrir;;;;;Egrir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;aiguiller;;;;;;EgHija;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EgHij;;EgHij;EgHije;;;;;;;;;
131;aiguillonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;EgHijOn;;;;;;;;;;;;;EgHijOn;;;;;;;;;;
132;aiguiser;;;;;;;;;;;;;;;;;;;Egize;;;;;;;;;;;;;;;;;Egizô;Egiz;;;;Egiz;;;;;;;;;Egiz;
133;ailler;;;;;;;;;;;;;;;;ajE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;aimanter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emât;;;;Emât
135;aimer;;;;;;;Em6rô;Em6rE;Em6re;Em6ra;Em6rô;Em6ra;Emjô;EmE;Emje;EmE;EmE;EmE;Eme;;;;;;;Emô;Eme;Em;Emâ;Em6rjô;Em6rE;Em6rje;Em6rE;Em6rE;Em6rE;Emô;Em;Eme;Em;Em;Em;Eme;Eme;Eme;Eme;Emjô;Em;Emje;Em;Em;Em
136;ajourer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aZure;;;;;;;;
137;ajourner;;;;;;;;;;;;;;;;;;;aZurne;;;;;;;;;;;;;;;;;;;;;;;;;;aZurne;;;;;;
138;ajouter;;aZutE;;;aZutEr;aZuta;;aZut6rE;;;;;;;;;aZutE;aZutE;aZute;;;;;;;aZutô;aZute;aZut;aZutâ;;;;;;aZut6rE;aZutô;aZut;aZute;;aZut;aZut;aZute;aZute;;aZute;;aZut;;;aZut;aZut
139;ajuster;;;;;;aZysta;;;;;;;;;;;;;aZyste;;;;;;;;;aZyst;;;;;;;;;aZyst;;;;aZyst;aZyste;;aZyste;;;aZyst;;;;
140;alanguir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alâgisâ;;;;;;;;alâgi;;;;alâgi;;;;;;;;;;
141;alarmer;;;;;;;;;;;;;;;;;;alarmE;alarme;;;;;;;;alarme;alarm;;;;;;;;;;alarme;;;;;;;alarme;;;;;;
142;alerter;;;;;;;;;;;;;;;;;;;alErte;;;;;;;;;alErt;;;;;;;;;alErt;alErte;;;alErt;;;alErte;alErte;;alErt;;;;alErt
143;aligner;;;;;;aliJa;;;;;;;;aliJE;;;aliJE;aliJE;aliJe;;;;;;;;;aliJ;;;;;;;;;aliJ;aliJe;;aliJ;aliJ;aliJe;aliJe;aliJe;aliJe;;aliJ;;;aliJ;
144;alimenter;;;;;;alimâta;;;;;;;;;;;;alimâtE;alimâte;;;;;;;;;alimât;;;;;;;;;;;;;alimât;;alimâte;;alimâte;;alimât;;;alimât;
145;allaiter;;;;;;;;;;;;;;alEtE;;;;;alEte;;;;;;;;;;;;;;;;;;;;;;alEt;;;;;;;;;;
146;aller;alam;alE;;;alEr;ala;irô;irE;ire;ira;irô;ira;aljô;alE;alje;alE;alE;alE;ale;;;;;;ala;alô;ale;va;alâ;irjô;irE;irje;irE;irE;irE;alô;vE;ale;va;vô;va;ale;ale;ale;ale;aljô;aj;alje;aj;aj;aj
