lexeme	NAME	GWEIGHT	fi1P	ii1P	ps1P	ps2P	ps2S	ai1P	fi1S	ii2S	inf	is3P	pI1P	pc1S	pi2P	pi2S	ppFS	ppMP	ps3P	fi2S	fi3S	pc3P	pi1S	ii1S	pI2P	pP	pi1P	pi3P	ai2P	ii2P	is1P	is1S	is2P	is2S	is3S	pI2S	pc3S	pi3S	ps3S	ai1S	ai2S	ai3P	ai3S	fi2P	fi3P	ii3P	ii3S	pc1P	pc2P	pc2S	ppFP	ppMS	ps1S
syndiquer	syndiquer	1.000000									21.126761						2.816901	33.098592					7.042254		3.521127													7.042254														25.352113	
sécuriser	sécuriser	1.000000									14.304462				10.367454		26.377953	4.593176							10.367454	1.181102																					0.918635				2.624672	29.265092	
sélectionner	sélectionner	1.000000							0.297619		25.744048			0.148810	1.636905		5.952381	15.178571			1.636905		5.654762		1.636905	2.380952										5.654762		5.654762					1.041667			1.041667	2.529762				3.571429	20.238095	
séquestrer	séquestrer	1.000000									21.261682				2.803738		30.373832	5.140187					4.672897															4.672897								1.869159	7.943925					21.261682	
tamiser	tamiser	1.000000									15.068493						21.232877	4.794521						2.397260	0.684932	6.849315		2.397260								7.876712		7.876712								4.794521	6.849315				2.739726	16.438356	
tanner	tanner	1.000000							1.953125		22.265625						15.234375	4.687500	3.906250							0.195312		3.906250															8.789062			1.367188	5.664062				3.906250	28.125000	
tarir	tarir	1.000000									15.191388					0.956938	17.105263	0.956938			0.239234				0.837321	2.392344		1.794258										17.942584				4.066986	17.942584			1.674641	3.229665				4.186603	10.645933	0.837321
tasser	tasser	1.000000							0.288779		9.117162					0.041254	10.849835	8.168317			2.145215		11.633663	0.288779	0.990099	3.630363	0.288779	3.754125		0.288779							0.412541	11.633663		0.825083		1.402640	4.455446			2.268977	8.374587				1.856436	17.285479	
tatouer	tatouer	1.000000									31.445087				0.231214		13.063584	10.404624					4.046243		0.231214			0.231214								4.046243		4.046243								0.809249	1.734104				2.312139	27.398844	
tempérer	tempérer	1.000000									17.857143						12.276786	4.464286				1.562500														8.258929	1.785714	8.258929					7.589286			3.125000	19.642857				1.785714	13.392857	
terminer	terminer	1.000000	0.081783	0.074968					0.415730		10.638588		0.238533		0.289648	0.303278	10.669256	1.553874		0.051114	0.575888	0.078375	8.437266	0.282832	0.289648	0.875758	0.238533	0.892796		0.010223					0.115859	8.437266	0.575888	8.437266		0.248756		0.163566	1.867375	0.098821	0.061337	0.729231	2.835139				1.789000	38.642404	
ternir	ternir	1.000000							0.109649		20.175439					4.166667	5.921053	4.166667								0.767544		2.083333									1.425439	12.171053	3.179825				12.171053			1.535088	13.377193				3.837719	14.912281	
terrasser	terrasser	1.000000					0.443951				7.880133					0.443951	10.987791	2.330744					8.213097			2.996670									0.776915	8.213097	2.219756	8.213097		1.553829		0.776915	6.326304			1.553829	2.996670				0.221976	33.851276	
tirailler	tirailler	1.000000									16.923077						3.076923	4.615385							0.219780	9.230769	1.538462	1.758242									3.076923	4.395604					4.395604			4.395604	18.241758				1.538462	26.593407	
toquer	toquer	1.000000					2.312139				13.872832					2.312139	16.473988	2.601156						2.023121	0.289017	2.023121												9.826590					12.716763				4.046243				4.913295	26.589595	
torpiller	torpiller	1.000000					12.337662				20.129870					12.337662	3.246753	0.974026			0.324675		12.337662															12.337662								2.272727	2.272727					21.428571	
touer	touer	1.000000									12.500000																											43.750000														43.750000	
trahir	trahir	1.000000	0.007894	0.007894					0.820966	0.315756	16.711399		0.007894	0.371014	1.057783	6.970319	4.199558	6.970319		0.126302	1.357752	0.213135	6.970319	0.315756	1.057783	1.144616		2.462899		0.221029						6.970319	0.876224	6.615093	0.939375			0.157878	6.615093	0.165772	0.402589	1.428797	3.749605		0.039470	0.371014	0.244711	19.174297	0.939375
transbahuter	transbahuter	1.000000									20.270270				4.729730		4.729730	4.729730								23.648649		4.729730										9.459459								4.729730						22.972973	
transborder	transborder	1.000000									50.000000																																									50.000000	
transfigurer	transfigurer	1.000000									8.034188						10.598291	4.957265							2.393162	4.102564		4.615385								8.205128	1.196581	8.205128					2.393162			2.393162	17.264957				2.393162	23.247863	
transférer	transférer	1.000000	0.374787					0.238501	1.022147	0.272572	18.909710		0.681431		2.725724		8.756388	4.906303		0.034072	0.170358		7.938671	0.272572	2.725724	0.545145	0.681431	1.158433		0.102215						7.938671	0.068143	7.938671				0.272572	0.068143	0.034072	0.170358	0.272572	1.226576				1.192504	29.301533	
transmuer	transmuer	1.000000									16.666667						30.303030	21.212121																													10.606061				10.606061	10.606061	
transplanter	transplanter	1.000000									30.000000						23.076923	8.461538									0.769231											7.692308									6.153846					23.846154	
traquer	traquer	1.000000	0.099379	0.273292					0.795031	1.490683	12.422360		0.298137	0.447205	0.447205	1.664596	4.546584	6.186335			0.745342		8.944099	1.490683	0.447205	1.863354	0.298137	4.198758		0.099379						8.944099	0.099379	8.944099	8.944099			0.049689	0.198758		0.422360	2.633540	4.496894			0.447205	0.248447	17.813665	
tremper	tremper	1.000000		0.119966						0.565553	13.796058		0.188518	0.291345	0.377035	1.011140	9.888603	7.523565			0.017138	0.119966	8.089117	0.565553	0.377035	3.119109	0.188518	1.233933								8.089117	0.257069	8.089117		0.239931		0.359897	3.119109			1.919452	4.267352			0.291345	2.793488	23.101971	
tresser	tresser	1.000000									19.463087		2.013423				19.750719	6.423778		0.095877		0.671141	1.917546			3.930968	2.013423	2.301055										1.917546				0.671141	0.671141			3.930968	4.506232				9.683605	20.038351	
tripler	tripler	1.000000		0.194175							14.368932			1.553398			2.330097						12.621359			1.553398	0.194175	1.553398								12.621359	0.582524	12.621359		1.359223		1.359223	3.883495			1.359223	1.553398					30.291262	
tronçonner	tronçonner	1.000000									12.068966						12.068966	6.034483																		12.931034		12.931034								6.034483	6.034483				12.068966	19.827586	
truander	truander	1.000000									18.840580					2.898551							14.492754													14.492754		14.492754														34.782609	
truquer	truquer	1.000000		0.713558					1.019368		18.348624						10.703364	5.198777					8.766565		0.101937	1.834862										8.766565		8.766565					0.713558	0.203874		0.917431	0.509684				5.300714	28.134557	
tuber	tuber	1.000000									27.631579																																35.526316									36.842105	
tuyauter	tuyauter	1.000000									23.275862						6.896552	25.862069			1.724138							2.586207																			6.896552				6.034483	26.724138	
typer	typer	1.000000									33.333333							16.666667																																		50.000000	
télescoper	télescoper	1.000000					0.877193				7.017544						6.140351											17.543860										7.017544				6.140351					7.017544				30.701754	17.543860	
télégraphier	télégraphier	1.000000						0.790068	1.918736		10.722348		0.112867	0.790068			0.790068	0.790068					8.239278		2.708804	1.580135		0.790068								8.239278	0.790068	8.239278		12.302483			5.304740				5.304740				1.580135	29.006772	
unifier	unifier	1.000000									37.162162						11.486486	12.500000							0.675676			1.351351										4.729730													4.729730	27.364865	
usurper	usurper	1.000000									27.156550						8.626198	2.555911								6.709265		2.555911																	0.319489	4.472843	2.236422				4.472843	40.894569	
vacciner	vacciner	1.000000									32.033426						9.470752	8.635097										1.949861								8.913649		8.913649													2.228412	27.855153	
vautrer	vautrer	1.000000									16.656347			0.433437	1.424149		9.287926	13.126935				0.866873	8.978328	2.662539	1.424149	1.609907		1.114551								8.978328		8.978328				0.433437	0.433437			1.671827	3.529412				1.300310	17.089783	
verdir	verdir	1.000000									9.782609						11.141304	4.076087										5.978261										13.315217					13.315217			7.336957	11.141304				1.902174	22.010870	
vexer	vexer	1.000000							0.867052		19.855491		0.115607		1.184971	1.387283	9.884393	2.023121		0.606936	0.751445		9.855491		1.184971	0.433526	0.115607	0.549133								9.855491	1.242775	9.855491		0.202312			0.982659	0.028902			1.618497	0.202312			0.028902	27.167630	
vicier	vicier	1.000000									11.111111						22.222222																																			66.666667	
vieillir	vieillir	1.000000	0.187642	0.093821					0.495912	0.603136	18.858062		0.107224	0.013403	0.562927	6.205602	1.219676	6.205602		0.629942	0.710361	0.107224	6.205602	0.603136	0.562927	4.838493	0.107224	2.198097		0.093821						6.205602	0.643345	8.899611	0.536121			0.026806	8.899611	0.174239	0.495912	0.643345	3.994103				0.013403	18.321941	0.536121
vilipender	vilipender	1.000000									26.829268							17.073171								9.756098																				1.219512					8.536585	36.585366	
violer	violer	1.000000							0.145603	0.058241	19.350612		0.495050	0.145603	0.873617	0.902737	21.782178	1.616191		0.029121			6.537566	0.058241	0.873617	1.878276	0.495050	2.067560								6.537566	0.596971	6.537566					2.955737		0.174723	0.669773	2.649971			0.145603	4.470006	17.952825	
viriliser	viriliser	1.000000									22.222222							19.444444																				19.444444														38.888889	
visser	visser	1.000000									19.098361				1.393443		8.032787	7.213115					7.131148		1.393443	3.606557		0.901639									0.573770	7.131148				0.573770	5.000000			0.573770	5.655738				5.000000	26.721311	
voler	voler	1.000000	0.104692	0.069097			1.151615		0.224042	0.649092	19.659122	0.014657	0.207291	0.106786	0.808225	1.151615	2.590088	1.469880		0.117255	0.659562	0.029314	9.501874	0.649092	0.808225	1.626918	0.207291	3.167989		0.150757					0.029314	9.501874	0.339203	9.501874	9.501874	0.085848		0.150757	0.605122	0.067003	0.257543	1.325405	2.177600		0.010469	0.106786	0.638623	20.576226	
vouer	vouer	1.000000								3.882149	9.878683		1.559792				19.202773	7.244367			0.277296		5.060659	3.882149		0.519931	1.559792	1.109185									0.242634	5.060659		0.242634		0.242634	1.525130			2.010399	6.828423				3.292894	26.377816	
zébrer	zébrer	1.000000					0.324675				8.766234						13.311688	4.870130								13.311688		2.272727										0.974026					9.740260			17.532468	4.545455				4.545455	19.805195	
ébarber	ébarber	1.000000									33.333333																																				33.333333					33.333333	
éblouir	éblouir	1.000000		0.204380			0.204380		0.496350		9.372263				0.291971	7.211679	6.919708	7.211679			0.291971		7.211679		0.291971	3.270073		3.737226								7.211679	0.408759	9.167883	0.321168			0.408759	9.167883	0.204380		1.576642	5.664234				0.671533	18.481752	
ébouillanter	ébouillanter	1.000000									25.714286						6.428571	5.000000					13.571429															13.571429					10.000000									25.714286	
ébouriffer	ébouriffer	1.000000									6.211180						6.211180	5.590062								8.385093		6.211180								4.968944		4.968944					22.981366			4.347826	13.043478				2.173913	14.906832	
écarteler	écarteler	1.000000									9.732360						5.352798	4.866180					12.652068			1.946472		6.569343										12.652068					1.703163		0.243309	3.406326	4.866180				6.569343	29.440389	
échancrer	échancrer	1.000000									20.833333						35.416667																					14.583333								7.291667						21.875000	
échauder	échauder	1.000000									17.948718							10.256410																											17.948718							53.846154	
échelonner	échelonner	1.000000	4.242424								14.545455						4.242424	21.212121								12.121212		9.090909										4.242424								8.484848	4.242424				9.090909	8.484848	
échoir	échoir	1.000000									11.295681						15.614618																		4.651163		2.325581	23.255814					10.299003								5.315615	27.242525	
échouer	échouer	1.000000	0.263036	0.139254				0.216618	0.510599	0.943834	14.544329			0.123782	0.742689		2.197122	1.995977		0.340399	1.098561	0.154727	9.453814	0.943834	0.742689	0.324927	1.005725	2.057868		0.030945					0.108309	9.453814	0.510599	9.453814		0.448708		0.557017	1.655578	0.324927	0.309454	0.665326	1.531796			0.123782	1.531796	35.494352	
éconduire	éconduire	1.000000									16.326531						4.336735	2.806122			0.255102															0.255102		36.224490				1.785714	1.785714									36.224490	
écoper	écoper	1.000000							1.773050		23.581560				1.950355	0.709220	1.241135			2.482270	4.078014		8.510638	1.418440	1.950355		1.241135	0.531915		1.418440							1.241135	8.510638		1.241135			3.900709	0.709220	1.418440		4.964539					27.127660	
écorner	écorner	1.000000									23.529412						17.647059	8.235294										8.235294																			8.235294				23.529412	10.588235	
écrabouiller	écrabouiller	1.000000									25.396825						10.317460	6.507937			0.476190		9.047619			2.222222	1.111111									9.047619		9.047619				1.111111	1.111111				1.111111				1.269841	22.222222	
écrivailler	écrivailler	1.000000									50.000000																																									50.000000	
écrouer	écrouer	1.000000									37.078652						11.235955																												7.865169							43.820225	
écrémer	écrémer	1.000000									12.295082												14.754098															14.754098													5.737705	52.459016	
édicter	édicter	1.000000									14.018692						18.691589																			15.887850		15.887850													14.953271	20.560748	
édifier	édifier	1.000000	0.071531								23.962804						9.871245	4.935622					7.868383			2.503577	1.645207	2.002861									0.500715	7.868383				1.001431	2.789700			4.506438	7.296137				2.432046	20.743920	
éditer	éditer	1.000000		0.847458	0.847458						24.011299			1.977401			7.062147	15.536723			2.542373		6.214689				2.259887									6.214689		6.214689									4.237288				2.259887	19.774011	
égarer	égarer	1.000000									9.720177		0.673259	0.147275	0.862613	0.715338	8.794446	8.668210				0.147275	9.425626	0.420787	0.862613	0.757416	0.673259	2.419525							0.147275	9.425626	0.441826	9.425626		0.294551		0.420787	0.294551			1.283400	3.071744	0.147275			2.230170	19.103724	9.425626
égratigner	égratigner	1.000000									10.902256					3.007519	12.030075	3.383459					7.894737			5.263158		3.759398								7.894737		7.894737					5.263158			5.263158	5.263158					22.180451	
éjecter	éjecter	1.000000									17.568948		0.204290	1.225741	0.817160		10.418795	4.392237			0.306435		9.908069		0.817160	2.042901	0.204290	0.204290								9.908069		9.908069			0.102145	0.715015	0.919305			2.042901	2.247191			1.225741	2.962206	21.859040	
électrocuter	électrocuter	1.000000									19.285714					0.714286	10.000000	0.357143			3.928571		6.428571		0.357143	1.071429		0.714286										6.428571														50.714286	
élire	élire	1.000000									12.978525				0.466853			3.828198					6.442577	0.217865	0.466853	0.809213		1.338313								6.442577	0.248988	0.809213	15.966387				0.435730	0.280112	0.529101	0.435730	0.248988					32.088391	15.966387
émailler	émailler	1.000000									11.075949						20.253165	4.430380					2.531646			0.316456		6.329114										2.531646					2.215190			14.873418	2.215190				8.860759	24.367089	
émincer	émincer	1.000000									19.587629				12.371134		1.030928	7.216495							12.371134																										15.463918	31.958763	
émotionner	émotionner	1.000000																																				30.882353														69.117647	
émoustiller	émoustiller	1.000000									20.577617						16.967509	13.718412			2.527076					1.444043																	5.054152				10.108303				2.527076	27.075812	
émouvoir	émouvoir	1.000000								0.807191	13.520455	0.128417				0.385250	12.107870	4.604660	2.109705				0.385250	0.807191	0.128417	1.008989		2.109705							0.128417	0.385250	0.275179	10.915428	1.008989	4.604660	4.604660	0.623739	6.677674			0.513667	4.898184				0.275179	25.976885	1.008989
éperonner	éperonner	1.000000									17.919075				0.578035		4.046243	9.248555			0.578035					8.092486												10.982659				4.046243	8.092486									36.416185	
épicer	épicer	1.000000					3.398058				19.902913						40.291262	1.456311																				0.970874														33.980583	
épingler	épingler	1.000000					0.772947		0.386473		21.545894					0.772947	16.038647	4.927536			1.352657		6.280193		0.966184		0.096618	1.062802										6.280193		0.676329		0.676329	3.961353		0.676329	0.096618	2.608696				5.603865	25.217391	
épuiser	épuiser	1.000000	0.115691								9.313087				0.592914	0.578453	15.864064	6.464208		0.057845	0.448301	0.115691	7.375271	0.506146	0.592914	1.315980	0.433839	2.689805		0.101229					0.101229	7.375271	0.404917	7.375271		0.202458		0.289226	0.679682		0.028923	1.634129	2.776573				1.359364	31.207520	
épurer	épurer	1.000000									14.341085						32.558140	8.139535								5.426357												8.139535									7.751938				5.813953	17.829457	
équarrir	équarrir	1.000000									26.315789							12.280702																													24.561404				12.280702	24.561404	
équiper	équiper	1.000000							0.052329		14.547357		0.104657	0.104657	0.418629	0.104657	16.483516	11.930926			0.261643		8.581894		0.418629	1.465201	0.104657	1.517530								8.581894		8.581894		0.052329		0.366300	0.418629				1.046572				5.285191	19.570905	
érafler	érafler	1.000000									10.869565				0.621118		12.111801	3.416149					7.763975		0.621118													7.763975					6.211180				4.347826				4.037267	42.236025	
éreinter	éreinter	1.000000									15.740741						10.648148	7.407407					7.407407			4.166667		3.240741										7.407407	7.407407								3.240741				3.703704	29.629630	
ériger	ériger	1.000000									21.255507						10.022026	2.312775					10.792952			3.964758		3.083700							0.770925			10.792952					0.991189			4.515419	1.541850				3.744493	15.418502	10.792952
étendre	étendre	1.000000	0.035080	0.098225				0.049112	0.245562		17.862906		0.168386	0.105241	0.329755	2.560864	8.896373	2.729250			0.245562	0.049112	2.560864	0.638462	0.329755	2.322318	0.168386	2.174981							0.238546	2.560864	0.470076	11.408125	0.519189	0.869992		0.708623	8.678875	0.049112	0.035080	2.518768	10.524100	0.049112			2.371431	16.908721	0.519189
étiqueter	étiqueter	1.000000									17.971014				2.608696	0.289855	6.666667	20.000000					5.797101		2.608696			2.318841										5.797101								2.028986					11.304348	22.608696	
étoffer	étoffer	1.000000									22.222222					0.793651	8.730159	5.555556					7.936508															7.936508								5.555556	11.111111					30.158730	
étourdir	étourdir	1.000000									11.910883				0.942588	5.141388	7.369323	5.141388			0.085690		5.141388			4.284490	0.599829	1.456727								5.141388	0.599829	9.254499				0.599829	9.254499			3.513282	10.454156					19.108826	
étrécir	étrécir	1.000000									25.000000						25.000000																										25.000000									25.000000	
étuver	étuver	1.000000									20.000000																																									80.000000	
évanouir	évanouir	1.000000					0.121612		0.191105	0.451703	21.959694				0.277971	4.725504	13.603197	4.725504			0.312717		4.725504	0.451703	0.277971	0.747047		3.474635							0.121612	4.725504	0.555942	8.321751	0.555942			0.851286	8.321751	0.243224	0.086866	1.685198	3.318277				0.747047	13.863794	0.555942
éventrer	éventrer	1.000000		0.779510					0.111359		21.937639					0.779510	3.563474	5.790646					10.467706		1.559020	4.677060		1.670379							1.559020		0.779510	10.467706					0.779510	0.111359		1.670379	7.015590				1.113586	25.167038	
cranter	cranter	1.000000									44.186047							18.604651																																	2.325581	34.883721	
jasper	jasper	1.000000									28.205128							17.948718																												17.948718					17.948718	17.948718	
poinçonner	poinçonner	1.000000									29.032258						12.903226	22.580645				11.290323																									11.290323					12.903226	
raciner	raciner	1.000000									20.000000						20.000000	20.000000																													20.000000				20.000000		
reforger	reforger	1.000000									40.579710						39.130435																																			20.289855	
rééduquer	rééduquer	1.000000									32.478632							37.606838						2.991453														3.418803									2.991453					20.512821	
encroûter	encroûter	1.000000									19.298246						12.280702	23.684211					1.754386																			6.140351				6.140351					23.684211	7.017544	
inséminer	inséminer	1.000000									28.235294						52.941176	16.470588																																		2.352941	
rupiner	rupiner	1.000000																												50.000000		50.000000																					
haubaner	haubaner	1.000000															25.925926	74.074074																																			
impulser	impulser	1.000000		100.000000																																																	
sélecter	sélecter	1.000000		100.000000																																																	
achalander	achalander	1.000000																12.500000																												87.500000							
agglutiner	agglutiner	1.000000									4.258443						2.055800	29.955947							0.146843	6.020558		15.418502										3.964758				2.055800	1.027900			13.950073	4.992658				13.069016	3.083700	
amonceler	amonceler	1.000000									2.970297						1.386139	21.386139				1.386139				2.772277		7.128713										6.732673				1.386139				33.861386	8.712871				8.118812	4.158416	
aposter	aposter	1.000000																																																	100.000000		
aurifier	aurifier	1.000000																																																	100.000000		
aviner	aviner	1.000000																53.333333																																	46.666667		
balkaniser	balkaniser	1.000000																100.000000																																			
biseauter	biseauter	1.000000															8.333333	48.809524																																	41.666667	1.190476	
brocanter	brocanter	1.000000																																																	100.000000		
bureaucratiser	bureaucratiser	1.000000																																																	100.000000		
capuchonner	capuchonner	1.000000																100.000000																																			
carguer	carguer	1.000000									13.461538						13.461538								5.769231			13.461538															26.923077								26.923077		
champagniser	champagniser	1.000000																100.000000																																			
christianiser	christianiser	1.000000																100.000000																																			
clisser	clisser	1.000000																																																	100.000000		
cotir	cotir	1.000000																																																	100.000000		
disséminer	disséminer	1.000000									9.578544						0.383142	50.191571								0.383142		0.383142														2.681992	2.681992				2.681992				30.651341	0.383142	
débouquer	débouquer	1.000000																																												100.000000							
décentrer	décentrer	1.000000															18.072289									8.433735												8.433735													65.060241		
déclaveter	déclaveter	1.000000																																																	100.000000		
décoffrer	décoffrer	1.000000																100.000000																																			
défeuiller	défeuiller	1.000000																																																	100.000000		
déharnacher	déharnacher	1.000000																																									50.000000								50.000000		
déjucher	déjucher	1.000000																																												100.000000							
dépointer	dépointer	1.000000																																																	100.000000		
dépurer	dépurer	1.000000																100.000000																																			
désassortir	désassortir	1.000000																100.000000																																			
désoccuper	désoccuper	1.000000																100.000000																																			
embéguiner	embéguiner	1.000000																																																	100.000000		
empeigner	empeigner	1.000000																100.000000																																			
empenner	empenner	1.000000															20.000000	20.000000																													20.000000				40.000000		
empiler	empiler	1.000000							0.353893		8.088979						2.881699	20.475228					5.510617	1.415571	1.011122	2.527806	0.353893	3.083923								5.510617		5.510617				0.353893	3.741153			14.155713	6.976744	0.505561			13.447927	4.095046	
encaquer	encaquer	1.000000																100.000000																																			
enchevêtrer	enchevêtrer	1.000000															5.577689	27.888446						2.788845		2.788845		14.342629										10.756972								16.334661					18.725100	0.796813	
endivisionner	endivisionner	1.000000																100.000000																																			
ensoutaner	ensoutaner	1.000000																																																	100.000000		
entoiler	entoiler	1.000000									4.347826							60.869565																																	34.782609		
entre-regarder	entre-regarder	1.000000																20.000000										20.000000														40.000000					20.000000						
entrecroiser	entrecroiser	1.000000									0.343053							16.981132								16.295026		14.408233										1.200686				3.430532				25.557461	2.401372				19.039451	0.343053	
entremêler	entremêler	1.000000																29.179331								10.638298		10.942249										4.255319								26.747720	4.255319				11.550152	2.431611	
facetter	facetter	1.000000																100.000000																																			
farandoler	farandoler	1.000000																																												100.000000							
filigraner	filigraner	1.000000																100.000000																																			
godronner	godronner	1.000000																100.000000																																			
historier	historier	1.000000															20.588235	20.588235																									58.823529										
hiérarchiser	hiérarchiser	1.000000																46.666667																				6.666667									46.666667						
houblonner	houblonner	1.000000																100.000000																																			
interligner	interligner	1.000000																100.000000																																			
jointoyer	jointoyer	1.000000																																												100.000000							
lock-outer	lock-outer	1.000000																100.000000																																			
lotionner	lotionner	1.000000																100.000000																																			
manucurer	manucurer	1.000000									8.196721						12.295082	29.508197																				17.213115													24.590164	8.196721	
minéraliser	minéraliser	1.000000																100.000000																																			
musser	musser	1.000000															16.666667	33.333333						16.666667				16.666667										16.666667															
mésallier	mésallier	1.000000														25.000000		25.000000		50.000000																																	
nuer	nuer	1.000000									6.666667																														46.666667										46.666667		
ovaliser	ovaliser	1.000000																																																	100.000000		
particulariser	particulariser	1.000000																																																	100.000000		
permanenter	permanenter	1.000000									10.000000						5.000000	75.000000																				5.000000														5.000000	
poêler	poêler	1.000000																																				29.166667													70.833333		
praliner	praliner	1.000000																100.000000																																			
pyrograver	pyrograver	1.000000																																																	100.000000		
regeler	regeler	1.000000																100.000000																																			
remembrer	remembrer	1.000000																100.000000																																			
râteler	râteler	1.000000									6.666667																																				46.666667				46.666667		
réifier	réifier	1.000000																100.000000																																			
sacraliser	sacraliser	1.000000																100.000000																																			
saponifier	saponifier	1.000000																																																	100.000000		
satiriser	satiriser	1.000000																																												100.000000							
stipendier	stipendier	1.000000																100.000000																																			
surentraîner	surentraîner	1.000000																66.666667																																	33.333333		
swinguer	swinguer	1.000000																																												100.000000							
transistoriser	transistoriser	1.000000																100.000000																																			
tréfiler	tréfiler	1.000000																100.000000																																			
apprêter	apprêter	1.000000		0.491174			0.429777			6.293170	1.197237				0.706063	0.429777	0.322333	0.306984					16.653876	6.293170	0.706063	1.857252		3.407521		0.245587						16.653876	0.214889	16.653876		0.230238		0.521873	0.644666			4.758250	20.214889				0.214889	0.552571	
attiger	attiger	1.000000														8.536585							32.926829					17.073171										32.926829									8.536585						
barrir	barrir	1.000000																								17.241379		12.068966								12.068966		24.137931									34.482759						
boiter	boiter	1.000000							0.178183	0.494951	2.316373				0.475153	3.761631				0.316769	0.098990	0.138586	27.162938	0.494951		3.821026		0.217779		0.079192						27.162938	0.138586	27.162938								0.831519	5.147496						
boitiller	boitiller	1.000000									6.976744												13.023256			46.976744												13.023256									20.000000						
boucharder	boucharder	1.000000									12.500000															87.500000																											
brayer	brayer	1.000000														19.444444																						41.666667								19.444444	19.444444						
brigander	brigander	1.000000																														10.937500				39.062500		39.062500								10.937500							
brillanter	brillanter	1.000000																24.137931																				75.862069															
calandrer	calandrer	1.000000																																		100.000000																	
concerner	concerner	1.000000									0.719392						1.138278	1.630014			0.145700	0.036425	27.277694			3.241816		1.639120							0.091062	27.277694	0.232209	27.277694				0.031872				0.883304	5.955471				0.350590	2.071666	
contreficher	contreficher	1.000000																					40.566038	9.433962														40.566038									9.433962						
contrefoutre	contrefoutre	1.000000									0.425532					39.148936							39.148936															12.765957									8.510638						
crachouiller	crachouiller	1.000000																																				58.823529					41.176471										
cuber	cuber	1.000000					10.416667									10.416667																35.416667						36.458333									7.291667						
daigner	daigner	1.000000									1.719198		0.047755	0.334288	11.127030	0.429799				0.047755	1.432665	0.382044	16.809933		11.127030	1.002865		1.623687							1.623687	16.809933	0.907354	16.809933				0.334288	8.070678			1.623687	7.736390						
damer	damer	1.000000					10.773006				0.441718					10.773006	0.171779						25.717791		0.049080			0.171779								25.717791		25.717791											0.024540		0.343558	0.098160	
disconvenir	disconvenir	1.000000																					50.000000																				50.000000										
débecter	débecter	1.000000									0.211864			1.483051	3.389831		4.237288	1.483051					25.000000			3.813559		3.177966								25.000000		25.000000									4.237288					2.966102	
décroiser	décroiser	1.000000									2.980132															4.635762										24.834437		24.834437					20.198675				8.940397				8.940397	4.635762	
démanger	démanger	1.000000									1.428571												27.142857	0.571429				3.428571								27.142857		27.142857								1.000000	12.142857						
désencombrer	désencombrer	1.000000																					100.000000																														
désentortiller	désentortiller	1.000000																					100.000000																														
détisser	détisser	1.000000																					100.000000																														
efforcer	efforcer	1.000000	0.232132	0.989615				0.171045	0.818571		4.190593		0.965180	0.195480	0.378742	0.464264	1.160660	0.647526			0.293219	0.171045	12.364081	3.152108	0.378742	9.627367	0.965180	3.103238							0.574221	12.364081	0.183262	12.364081		1.172877		0.244349	6.878436			4.996946	17.727550			0.195480		3.029933	
enficher	enficher	1.000000																					100.000000																														
exulter	exulter	1.000000									2.491103												21.115065	3.321471		3.321471	0.830368	0.948992								21.115065		21.115065		2.372479		1.660735	6.405694			1.660735	13.641756						
flamboyer	flamboyer	1.000000									1.388889								9.523810							18.055556		9.523810								17.857143	1.388889	17.857143				1.388889	1.388889			5.555556	16.071429						
fouger	fouger	1.000000																																		100.000000																	
fulgurer	fulgurer	1.000000									6.930693															37.623762		13.861386										6.930693				13.861386	6.930693			6.930693	6.930693						
haver	haver	1.000000									0.204738					0.204738							33.196841													33.196841		33.196841															
hocher	hocher	1.000000		0.246653							2.818887				0.493305	0.599013						0.123326	11.909796	0.475687	0.493305	15.239605		0.845666								11.909796		11.909796		0.722340		1.198027	25.158562		0.123326	2.008457	9.319944					4.404510	
importer	importer	1.000000									0.136572					0.021819	0.016162	0.037174			0.047679	0.000808	32.524405			0.033941		0.316783							0.005657	32.524405	0.041214	32.524405					0.025052			0.116369	1.448959				0.044447	0.134148	
incomber	incomber	1.000000									1.187825										0.668151		22.568671			0.668151		2.746845								22.568671	1.559020	22.568671				0.519673				4.602821	20.341500						
indifférer	indifférer	1.000000														0.330033							39.933993					5.280528										39.933993								6.600660	5.280528					2.640264	
maugréer	maugréer	1.000000									9.120000															41.120000										8.640000		8.640000		2.240000			18.240000			2.240000	9.760000						
merdoyer	merdoyer	1.000000																																		66.666667											33.333333						
mugueter	mugueter	1.000000																																		100.000000																	
patafioler	patafioler	1.000000																																		100.000000																	
picoter	picoter	1.000000									2.446483												27.522936			0.611621		9.174312										27.522936					5.504587			8.256881	14.373089				2.140673	2.446483	
policer	policer	1.000000									0.849257						2.972399	1.486200					29.936306													29.936306		29.936306													3.184713	1.698514	
potiner	potiner	1.000000														65.853659								8.536585														25.609756															
promettre	promettre	1.000000					0.126058	0.013628	0.047698	0.354326	2.931707		0.163535	0.017035	1.476926	13.817011	0.582594			0.011924	0.005110	0.011924	13.817011	0.354326	1.476926	0.706949	0.163535	0.349216		0.056215					0.023849	13.817011	0.023849	2.471765	0.172053	21.337921	21.337921	0.059622	1.895985		0.025552	0.338995	1.625130		0.001703	0.017035	0.195901		0.172053
