;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
0;abaisser;;;;;abèsEr;abèsa;;abès6rè;;;;;;;;;;abèsè;abèse;;;;;;;;;abEs;abèsâ;;;;;;;;abEs;;;;abEs;;abèse;;abèse;;;;;;
1;abandonner;;abâdònè;;;;abâdòna;abâdòn6rô;abâdòn6rè;;abâdòn6ra;abâdòn6rô;abâdòn6ra;;abâdònè;;abâdònè;;abâdònè;abâdòne;;;;;;;abâdònô;abâdòne;abâdòn;abâdònâ;;abâdòn6rè;;abâdòn6rè;;abâdòn6rè;abâdònô;abâdòn;abâdòne;abâdòn;abâdòn;abâdòn;abâdòne;abâdòne;abâdòne;abâdòne;;;;abâdòn;abâdòn;abâdòn
2;abasourdir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;abazurdi;;;;;;
3;abattre;;abati;;;abatir;abati;;abatrè;;;;;;;;;abatè;abatè;abatr;;;;;;;;abate;aba;abatâ;;;;;;abatrè;;aba;abate;aba;abat;aba;;abaty;abaty;abaty;;abat;;;;
4;abdiquer;;abdikè;;;;;;;;;;;;abdikè;;;;;;;;;;;;;;;;;;;;;;;abdik;;;;abdik;;;;;;;;;;
5;abhorrer;;;;;;;;;;;;;;;;;;;abòre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;abjurer;;;;;;;;;;;;;;;;;;;abZyre;;;;;;;;;;;;;;;;;;abZyr;;;;;;;;;;;;;;
7;abolir;;;;;;abòli;;;;;;abòlira;;;;;abòlisè;;abòlir;;;;;;;;;;abòlisâ;;;;;;;;abòli;;;;abòli;;abòli;abòli;abòli;;;;;;
8;abonder;;;;;;;;;;;;;;;;;abôdè;;;;;;;;;;;;;;;;;;;;abôd;;;abôd;abôd;;;;;;;;;;
9;abonner;;;;;;;;;;;;;;;;;;;;;;;;;abòna;;;;;;;;;;;;abòn;abòne;;;;;;;;;;;;;
10;aborder;;;;;abOrdEr;abOrda;;;;;;;;abOrdè;;;abOrdè;abOrdè;abOrde;;;;;;;;abOrde;abOrd;;;;;;;;abOrdô;abOrd;abOrde;abOrd;;abOrd;abOrde;;abOrde;abOrde;;;;;;
11;aboucher;;;;;;;;;;;;;;;;;;;abuSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;abouler;;;;;;;;;;;;;;;;;;;abule;;;;;;;;;abul;;;;;;;;;;;;;abul;;;;;;;;;;
13;aboutir;;;;;;;;;;;;;;;abutisje;;abutisè;abutisè;abutir;;;;;;;;;;abutisâ;;;;;;;;;;;abutis;abuti;;;;;;;;;;
14;aboyer;;;;;;abwaja;;;;;;abwara;;;;;;abwajè;abwaje;;;;;;;;;abwa;abwajâ;;;;;;;abwajô;abwa;;;abwa;abwa;;;;;;;;;;
15;abreuver;;;;;;abr6va;;;;;;;;;;;abr6vè;;abr6ve;;;;;;;;;abr9v;abr6vâ;;;;;;;;;;;;;;;;abr6ve;;;;;;
16;abriter;;;;;;;abrit6rô;;;;;;;abritè;;;abritè;abritè;abrite;;;;;;;;abrite;abrit;;;;;;;;;abrit;;;;abrit;abrite;abrite;;abrite;;;;;;
17;abroger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;abròZe;;;;;;;
18;abrutir;;;;;;;;;;;;;;;;;;;abrytir;;;;;;;;;abryti;;;;;;;;;abryti;;;;;;abryti;abryti;abryti;;;;;;
19;abréger;;;;;;;;;;;;;;;;;;;abrèZe;;;;;;;abrèZô;;;;;;;;;;;;;;;abrEZ;;;;abrèZe;;;;;;
20;absenter;;;;;;;;;;;;;;;;;;absâtè;absâte;;;;;;;;;;;;;;;;;;absât;;;;absât;;;;;;;;;;absât
21;absorber;;;;;;absOrba;;;;;;;;;;;;absOrbè;absOrbe;;;;;;;;;absOrb;absOrbâ;;;;;;;;absOrb;;;absOrb;absOrb;;absOrbe;absOrbe;absOrbe;;;;;;
22;absoudre;;;;;;;;;;;;;;;;;;;absudr;;;;;;;;;absu;;;;;;;;;absu;;;;absu;;;;;;;;;;
23;abstenir;;;;;;;;;;;;;;abst6nè;;;;abst6nè;abst6nir;;;;;;;;;abstjê;;;;;;;;;abstjê;abst6ne;abstjê;;;;abst6ny;;;;;;;;
24;abstraire;;;;;;;;;;;;;;;;;;;abstrEr;;;;;;;;;;;;;;;;;;;;;;abstrè;;;abstrè;abstrè;;;;;;
25;abuser;;;;;;;;;;;;;;;;;;abyzè;abyze;;;;;;;abyzô;abyze;abyz;abyzâ;;abyz6rè;;;;;abyzô;abyz;abyze;;abyz;abyz;;;;abyze;;;;;;
26;abîmer;;abimè;;;;;;;;;;;;;;;;abimè;abime;;;;;;;;abime;abim;abimâ;;;;;;abim6rè;;abim;abime;abim;abim;abim;;abime;abime;abime;;;;;;
27;acagnarder;;;;;;;;;;;;;;;;;;;akaJarde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;accabler;;;;;akablEr;;;;;;;;;;;;akablè;akablè;akable;;;;;;;;akable;akabl;akablâ;;;;;;;;akabl;;;;akabl;;;akable;akable;;;;;;
29;accaparer;;;;;;;;;;;;;;;;;;akaparè;akapare;;;;;;;;;akapar;;;;;;;akapar6rè;;;;;;akapar;;;;akapare;;;;;;
30;accentuer;;;;;;aksâtya;;;;;;;;;;;aksâtyè;aksâtyè;aksâtye;;;;;;;;;aksâty;;;;;;;;;aksâty;;;aksâty;aksâty;;aksâtye;;;;;;;;
31;accepter;;aksEptè;;;aksEptEr;aksEpta;;aksEpt6rè;;aksEpt6ra;aksEpt6rô;aksEpt6ra;;aksEptè;aksEptje;aksEptè;aksEptè;aksEptè;aksEpte;;;;;;;aksEptô;aksEpte;aksEpt;aksEptâ;;aksEpt6rè;aksEpt6rje;aksEpt6rè;;aksEpt6rè;aksEptô;aksEpt;aksEpte;aksEpt;aksEpt;aksEpt;aksEpte;aksEpte;aksEpte;aksEpte;;aksEpt;;;;aksEpt
32;acclamer;;;;;;;;;;;aklam6rô;;;;;;aklamè;aklamè;;;;;;;;;;aklam;aklamâ;;;;;;;;;;;;;;aklame;;aklame;;;;;;
33;acclimater;;;;;;;;;;;;;;;;;;;aklimate;;;;;;;;;;;;;;;;aklimat6rè;;;;;;;;;;;;;;;;
34;accoler;;;;;;;;;;;;;;;;;;;akòle;;;;;;;;;;akòlâ;;;;;;;;;;;;;;akòle;;akòle;;;;;;
35;accommoder;;;;;;;;;;;akòmòd6rô;;;;;;akòmòdè;;akòmòde;;;;;;;;;akòmOd;;;;;;;akòmòd6rè;;akòmOd;;;akòmOd;akòmOd;;;;akòmòde;;;;;;
36;accompagner;;;;;;akôpaJa;;;;;akôpaJ6rô;akôpaJ6ra;;akôpaJè;akôpaJe;akôpaJè;akôpaJè;akôpaJè;akôpaJe;;;;;;akôpaJa;akôpaJô;akôpaJe;akôpaJ;akôpaJâ;;akôpaJ6rè;;;;akôpaJ6rè;akôpaJô;akôpaJ;akôpaJe;akôpaJ;akôpaJ;akôpaJ;akôpaJe;akôpaJe;akôpaJe;akôpaJe;;akôpaJ;;akôpaJ;;
37;accomplir;;;;;;akôpli;;akôplirè;;;;akôplira;akôplisjô;akôplisè;;;akôplisè;;akôplir;;;;;;;akôplisô;;akôpli;akôplisâ;;;;;;;;akôpli;;akôpli;akôplis;akôpli;akôpli;akôpli;akôpli;akôpli;;;;;;akôplis
38;accorder;;akOrdè;;;akOrdEr;akOrda;;;;;akOrd6rô;;akOrdjô;akOrdè;akOrdje;akOrdè;akOrdè;akOrdè;akOrde;;;;;;akOrda;akOrdô;akOrde;akOrd;akOrdâ;;akOrd6rè;akOrd6rje;;;akOrd6rè;akOrdô;akOrd;akOrde;akOrd;akOrd;akOrd;akOrde;akOrde;akOrde;akOrde;;akOrd;akOrdje;;;akOrd
39;accoster;;;;;;akòsta;;;;;;;;;;;;akòstè;akòste;;;;;;;;;;;;;;;;;;;;;;akOst;;akòste;;;;;;;;
40;accoter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akòte;akòte;;akòte;;;;;;
41;accoucher;;;;;;akuSa;;;;;;;;;;;;akuSè;akuSe;;;;;;;;akuSe;akuS;;;;;;;;;akuS;akuSe;;;akuS;;;;akuSe;;;;;;
42;accouder;;;;;;akuda;;;;;;;;;;;;;akude;;;;;;;;;;akudâ;;;;;;;;;;;;akud;akude;akude;akude;akude;;;;;;
43;accoupler;;;;;;;;;;;;;;;;;;akuplè;akuple;;;;;;;;;;;;;;;;akupl6rè;;;;;;;;;akuple;akuple;;;;;;
44;accourir;;akury;;;;akury;;;;;;;;;;;akurè;akurè;akurir;;;;;;akury;;akure;akur;;;;;;;;;;;akur;akur;akur;;;akury;akury;;;;;;
45;accoutumer;;;;;;;;;;;;;;akutymè;;;;;akutyme;;;;;;;;;;;;;;;;;;;;;;;;;akutyme;akutyme;;;;;;
46;accrocher;;;;;;akròSa;;;akròS6re;;;;;;;akròSè;akròSè;akròSè;akròSe;;;;;;;;akròSe;akrOS;akròSâ;;;;;;;akròSô;akrOS;akròSe;akrOS;akrOS;akrOS;akròSe;akròSe;akròSe;akròSe;;;;akrOS;;
47;accroupir;;;;;;akrupi;;;;;;;;;;;;;akrupir;;;;;;;;;akrupi;;;;;;;;;akrupi;;akrupi;akrupis;akrupi;akrupi;akrupi;;akrupi;;;;;;
48;accroître;;;;;akryr;akry;;;;;;;;;;;;;akrwatr;;;;;;;;;;akrwasâ;;;;;;;;akrwa;;;akrwas;akrwa;;akry;;akry;;;;;;
49;accréditer;;;;;;;;;;;;;;;;;;;akrèdite;;;;;;;;;;akrèditâ;;;;;;;;;;;;;;;;;;;;;;
50;accueillir;;ak6ji;;;;ak6ji;;;;;;ak6j6ra;;;;;;ak6jè;ak6jir;;;;;;;ak6jô;ak6je;ak9j;;;;;;ak6j6rè;;ak6jô;ak9j;ak6je;;ak9j;ak9j;ak6ji;ak6ji;ak6ji;ak6ji;;;;;;
51;acculer;;;;;;;;;;;;;;;;;;;akyle;;;;;;;;;;;;;;;;;;;;;;;;akyle;;akyle;;;;;;
52;accumuler;;;;;;;;;;;;;;akymylè;;;;akymylè;akymyle;;;;;;;;;akymyl;;;;;;;;;akymyl;;;akymyl;akymyl;akymyle;akymyle;akymyle;akymyle;;;;;;
53;accuser;;;;;;akyza;;;;;;akyz6ra;;akyzè;;;akyzè;akyzè;akyze;;;;;;;;akyze;akyz;akyzâ;;akyz6rè;;;;akyz6rè;;akyz;akyze;;akyz;akyz;;akyze;akyze;akyze;;;;;;akyz
54;accéder;;;;;;;;;;;;;;;;;;aksèdè;aksède;;;;;;;;;aksEd;;;;;;aksèd6rè;;;aksEd;;;;aksEd;;;;;;;;;;aksEd
55;accélérer;;;;;;aksèlèra;;;;;;;;;;;aksèlèrè;;aksèlère;;;;;;;;aksèlère;aksèlEr;aksèlèrâ;;;;;;aksèlèr6rè;aksèlèrô;aksèlEr;;;;aksèlEr;;aksèlère;;aksèlère;;;;;;
56;acharner;;;;;aSarnEr;aSarna;;;;;;;;aSarnè;;;aSarnè;aSarnè;aSarne;;;;;;;;;aSarn;;;;;;;;;aSarn;;;aSarn;aSarn;;aSarne;aSarne;aSarne;;;;;;
57;acheminer;;;;;;;;;;;;;;;;;;aS6minè;aS6mine;;;;;;;;;aS6min;;;;;;;;;;;;aS6min;;;aS6mine;;;;;;;;
58;acheter;;aS6tè;;;aS6tEr;aS6ta;aSèt6rô;aSèt6rè;aSèt6re;;aSèt6rô;aSèt6ra;;aS6tè;;aS6tè;;aS6tè;aS6te;;;;;;;;aS6te;aSEt;aS6tâ;;aSèt6rè;aSèt6rje;aSèt6rè;aSèt6rè;aSèt6rè;aS6tô;aSEt;aS6te;aSEt;aSEt;aSEt;aS6te;aS6te;aS6te;aS6te;;;;aSEt;;
59;achever;;aS6vè;;;aS6vEr;aS6va;;aSèv6rè;;;;aSèv6ra;;;aS6vje;;aS6vè;aS6vè;aS6ve;;;;;;;;aS6ve;aSEv;aS6vâ;;;;;;;;aSEv;aS6ve;;aSEv;aSEv;;aS6ve;;aS6ve;;;;;;
60;aciduler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asidyle;;;;;;;;;
61;acoquiner;;;;;;;;;;;;;;;;;;;akòkine;;;;;;;;;;;;;;;;;;;;;;;;akòkine;;;;;;;;
62;acquiescer;;akjèsè;;;;akjèsa;;;;;;;;;;;;akjèsè;akjèse;;;;;;;;;akjEs;;;;;;;;;akjEs;;;;akjEs;;;;;;;;;;
63;acquitter;;;;;;akita;;;;;;;;;;;;akitè;akite;;;;;;;;;akit;akitâ;;;;;;;;;;akit;;akit;;;akite;akite;;akit;;;;
64;acquérir;;aki;;;;;;;;;;;;;;;;;akèrir;;;;;;;;;;;;;;;;;;;;;;akjEr;;akiz;;;;;;;;
65;actionner;;;;;;;;;;;;;;;;;aksjònè;aksjònè;aksjòne;;;;;;;;aksjòne;;aksjònâ;;;;;;;;aksjòn;aksjòne;;;;;;;;;;;;;
66;activer;;;;;;;;;;;;aktiv6ra;;;;;;;aktive;;;;;;;aktivô;aktive;aktiv;;;;;;;;;aktiv;aktive;aktiv;aktiv;aktiv;;aktive;;aktive;;;;;;aktiv
67;acérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asère;asère;;;;;;
68;adapter;;;;;;;;;;;adapt6rô;;;adaptè;;;;adaptè;adapte;;;;;;;;;adapt;;;;;;;;;adapt;;;;adapt;;adapte;adapte;adapte;;;;;;
69;additionner;;;;;;;;;;;;;;;;;;;adisjòne;;;;;;;;;;;;;;;;;;;;;adisjòn;;;;;;;;;;;
70;adhérer;;;;;;;;;;;;;;;;;;adèrè;;;;;;;;;;adEr;;;;;;;;;adEr;;;;;;;;;;;;;;
71;adjoindre;;;;;;;;;;;;;;;;;;;adZwêdr;;;;;;;;;;;;;;;;;;;;;;adZwê;;;adZwê;adZwê;;;;;;
72;adjuger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;adZyZ;;;;adZyZ;;;;adZyZe;;;;;;
73;adjurer;;;;;;;;;;;;;;;;;;adZyrè;;;;;;;;;;;adZyrâ;;;;;;;;;;;;adZyr;;;;;;;;;;
74;admettre;;admi;;;;admi;;;admètre;admètra;;admètra;;;;admètè;admètè;admètè;admEtr;;;;;;;admètô;admète;admè;admètâ;;;;;;admètrè;admètô;admè;admète;admè;admEt;admè;admiz;admiz;;;;admEt;;;;admEt
75;administrer;;;;;;;;;;;;;;administrè;;;;administrè;administre;;;;;;;;;administr;;;;;;;;;administr;;;;administr;;;;administre;;;;;;
76;admirer;;;;;admirEr;admira;;;;;admir6rô;;admirjô;admirè;;admirè;admirè;admirè;admire;;;;;;;;admire;admir;;;;;;;;admirô;admir;;admir;admir;admir;;admire;admire;admire;;;;;;
77;admonester;;;;;;admònEsta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;admònEst;;;;admònEste;;;;;;
78;adonner;;adònè;;;;adòna;;;;;;;;adònè;;;;adònè;;;;;;;;;;;;;;;;;;;;;;;;;;;adòne;;;;;;
79;adopter;;;;;adòptEr;adòpta;;;;;;;;;;;;adòptè;adòpte;;;;;;;;;adOpt;adòptâ;;;;;adòpt6rè;;adòptô;adOpt;adòpte;;;adOpt;;adòpte;;adòpte;;;;;;
80;adorer;;;;;;adòra;;adòr6rè;;;;adòr6ra;;adòrè;;adòrè;;adòrè;adòre;;;;;;;adòrô;;adOr;;;adòr6rè;;adòr6rè;adòr6rè;adòr6rè;;adOr;adòre;adOr;adOr;adOr;;adòre;adòre;adòre;;;;;adOr;adOr
81;adosser;;;;;;;;;;;;;;;;;;adòsè;adòse;;;;;;;;;ados;;;;;;;;;ados;;;;ados;adòse;adòse;adòse;adòse;;;;;;
82;adoucir;;;;;;adusi;;;;;;adusira;;;;;adusisè;adusisè;adusir;;;;;;;;;adusi;;;;;;;;;;;;adusis;adusi;adusi;adusi;;adusi;;;;;;
83;adresser;;adrèsè;;;;adrèsa;;adrès6rè;;;;adrès6ra;adrèsjô;adrèsè;;adrèsè;adrèsè;adrèsè;adrèse;;;;;;;;adrèse;adrEs;adrèsâ;;adrès6rè;;;;adrès6rè;;adrEs;adrèse;;adrEs;adrEs;adrèse;adrèse;adrèse;adrèse;;adrEs;;;;adrEs
84;aduler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;adyle;;;;;;;;
85;advenir;;;;;;advê;;;;;;advjêdra;;;;;;adv6nè;adv6nir;;;;;;;;;;;;;;;;advjêdrè;;;;;;;;;;;;;;;;
86;affabuler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afabyl;;;;afabyl;;;;;;;;;;
87;affadir;;;;;;;;;;;;;;;;;;afadisè;afadir;;;;;;;;;;afadisâ;;;;;;;;;;;;;;;;;;;;;;
88;affaiblir;;;;;;afèbli;;;;;;;;;;;;;afèblir;;;;;;;;;afèbli;;;;;;;;;afèbli;;;afèblis;afèbli;afèbli;;;afèbli;;;;;;
89;affairer;;afèrè;;;;afèra;;;;;;;;;;;afèrè;afèrè;;;;;;;;;;afEr;;;;;;;;;afEr;;;afEr;afEr;;;;;;;;;;
90;affaisser;;;;;;;;;;;;;;;;;;afèsè;afèse;;;;;;;;;afEs;;;;;;;;;;;;;afEs;;afèse;afèse;afèse;;;;;;
91;affaler;;;;;;afala;;;;;;;;;;;;;afale;;;;;;;;;afal;;;;;;;;;afal;;;;;afale;;;afale;;;;;;
92;affamer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afamâ;;;;;;;;;;;afam;afam;;afame;afame;afame;;;;;;
93;affecter;;;;;;afEkta;;;;;;;;;;;afEktè;afEktè;afEkte;;;;;;afEkta;;;afEkt;afEktâ;;;;;;;;afEkt;afEkte;;afEkt;afEkt;afEkte;afEkte;afEkte;afEkte;;;;;;
94;affectionner;;;;;;;;;;;;;;afEksjònè;;;;afEksjònè;afEksjòne;;;;;;;;afEksjòne;;;;;;;;;;afEksjòn;;;afEksjòn;afEksjòn;;;;;;;;;;
95;affermir;;;;;;afErmi;;;;;;;;;;;;;afErmir;;;;;;;;;;;;;;;;;;afErmi;;;;afErmi;;;;;;;;;;
96;afficher;;;;;afiSEr;;;;;;;;;;;;;afiSè;afiSe;;;;;;;;afiSe;afiS;afiSâ;;;;;;;afiSô;afiS;afiSe;;afiS;afiS;afiSe;;;afiSe;;;;afiS;;
97;affilier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afilje;;;;;;
98;affiner;;;;;;afina;;;;;;;;;;;;;afine;;;;;;;;;;;;;;;;;;;;;;;afine;;;;;;;;;
99;affirmer;;;;;afirmEr;afirma;;;;;;;;;;afirmè;afirmè;afirmè;afirme;;;;;;afirma;afirmô;;afirm;afirmâ;;;;;;;afirmô;afirm;afirme;;afirm;afirm;;afirme;;afirme;;;;;;afirm
100;affleurer;;;;;;;;;;;;;;;;;;afl6rè;;;;;;;;;;afl9r;;;;;;;;;;;;afl9r;afl9r;;;;afl6re;;;;;;
101;affliger;;;;;;afliZa;;;;;;;;;;;;;;;;;;;;;;afliZ;;;;;;;;;afliZ;;;;;;;;afliZe;;;;;;
102;affluer;;;;;;;;;;;;;;;;;;aflyè;aflye;;;;;;;;;;aflyâ;;;;;;;;;;;afly;afly;;;;;;;;;;
103;affoler;;;;;;afòla;;;;;;;;;;;;afòlè;afòle;;;;;;;;afòle;afOl;;;;;;;;;afOl;afòle;;afOl;afOl;;afòle;afòle;afòle;;;;;;
104;affranchir;;;;;;;;;;;;;;;;;;;afrâSir;;;;;;;;;afrâSi;;;;;;;;;afrâSi;;afrâSi;;;afrâSi;;afrâSi;afrâSi;;;;;;
105;affronter;;;;;;afrôta;;afrôt6rè;afrôt6re;;;afrôt6ra;;;;;afrôtè;afrôtè;afrôte;;;;;;;;afrôte;afrôt;afrôtâ;;;;;;afrôt6rè;afrôtô;afrôt;;;afrôt;afrôt;;;;afrôte;;;;;;afrôt
106;affréter;;;;;;;;;;;;;;;;;;;afrète;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;affubler;;;;;;;;;;;;;;;;;;;afyble;;;;;;;;;;;;;;;;;;afybl;;;;;;;;afyble;;;;;;
108;affûter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afyte;;;;;;
109;agacer;;;;;;;;;;;;;;;;;agasè;agasè;agase;;;;;;;;;agas;;;;;;;;;agas;agase;;agas;agas;;;;agase;;;;;;
110;agencer;;;;;;;;;;;;;;;;;aZâsè;;;;;;;;;;;;;;;;;;;;aZâs;;;;;;;aZâse;aZâse;;;;;;
111;agenouiller;;;;;;aZ6nuja;;;;;;;;;;;aZ6nujè;;aZ6nuje;;;;;;;;aZ6nuje;aZ6nuj;aZ6nujâ;;;;;;;;aZ6nuj;;;aZ6nuj;aZ6nuj;;aZ6nuje;;aZ6nuje;;;;;;
112;agglomérer;;;;;;;;;;;;;;;;;;;aglòmère;;;;;;;;;;;;;;;;;;;;;;;;;aglòmère;;;;;;;
113;agglutiner;;;;;;;;;;;;;;;;;aglytinè;aglytinè;;;;;;;;;;;;;;;;;;;;;;aglytin;;;;aglytine;;;;;;;
114;aggraver;;;;;;;;;;;;;;;;;;agravè;agrave;;;;;;;;agrave;agrav;;;;;;;;;agrav;;;agrav;agrav;;;;agrave;;;;;;
115;agir;;;;;;aZi;aZirô;;;;;aZira;;aZisè;;aZisè;aZisè;aZisè;aZir;;;;;;;aZisô;aZise;aZi;aZisâ;;;;;;aZirè;aZisô;aZi;aZise;aZi;aZis;aZi;;;;;;aZis;;;;aZis
116;agiter;;;;;;aZita;;;;;;;;aZitè;;aZitè;aZitè;aZitè;aZite;;;;;aZitas;aZita;;;aZit;aZitâ;;;;;;aZit6rè;;aZit;aZite;aZit;aZit;aZit;;aZite;;aZite;;;;;;
117;agonir;;;;;;;;;;;;;;;;;;;agònir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;agoniser;;;;;;;;;;;;;;;agònizje;;;agònizè;;;;;;;;;;agòniz;agònizâ;;;;;;;;agòniz;;;;;;;;;;;;;;
119;agrafer;;;;;;agrafa;;;;;;;;;;;;;agrafe;;;;;;;;;;;;;;;;;;;;;;;;;;agrafe;;;;;;
120;agrandir;;;;;;agrâdi;;;;;;;;;;;agrâdisè;agrâdisè;agrâdir;;;;;;;;agrâdise;agrâdi;;;;;;;agrâdirè;;agrâdi;;agrâdi;agrâdis;agrâdi;;agrâdi;agrâdi;agrâdi;;;;;;
121;agresser;;;;;;;;;;;;;;;;;;;agrèse;;;;;;;;;;;;;;;;;;agrEs;;;;agrEs;;agrèse;agrèse;agrèse;;;;;;
122;agripper;;;;;;agripa;;;;;;;;;;;agripè;;agripe;;;;;;;;;;agripâ;;;;;;;;agrip;;;agrip;agrip;;agripe;;;;;;;;
123;agréer;;;;;;agrèa;;;;;;;;;;;;;agrèe;;;;;;;;agrèe;;;;;;;;;;;;;;;;;;;;;;;;
124;agréger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;agrèZe;;;;;;
125;agrémenter;;;;;;;;;;;;;;;;;;agrèmâtè;;;;;;;;;;;;;;;;;;;;;;agrèmât;agrèmât;agrèmâte;agrèmâte;agrèmâte;agrèmâte;;;;;;
126;aguerrir;;;;;;;;;;;;;;;;;;;agèrir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;aguicher;;;;;;;;;;;;;;;;;;;agiSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;ahaner;;;;;;aana;;;;;;;;;;;;;;;;;;;;;;;aanâ;;;;;;;;;;;;;;;;;;;;;;
129;ahurir;;;;;;;;;;;;;;;;;;ayrisè;ayrir;;;;;;;;;;;;;;;;;;;;;;;;;ayri;ayri;;;;;;
130;aider;;èdè;;;;èda;;èd6rè;èd6re;èd6ra;èd6rô;èd6ra;èdjô;èdè;èdje;èdè;èdè;èdè;ède;;;;;;;èdô;ède;Ed;èdâ;;èd6rè;;èd6rè;;èd6rè;èdô;Ed;ède;Ed;Ed;Ed;;ède;ède;ède;;Ed;èdje;Ed;Ed;Ed
131;aigrir;;;;;;;;;;;;;;;;;;;ègrir;;;;;;;;;;;;;;;;;;;;;;;;;;ègri;;;;;;
132;aiguiller;;;;;;;;;;;;;;;;;;;ègHije;;;;;;;;;;;;;;;;;;ègHij;;ègHij;;ègHij;;;;;;;;ègHij;;
133;aiguillonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ègHijòne;;;;;;;;
134;aiguiser;;;;;;;;;;;;;;;;;;ègizè;ègize;;;;;;;;;ègiz;ègizâ;;;;;;;;ègiz;;;;;;;;ègize;;;;;;
135;ailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aje;;;;;;;
136;aimanter;;;;;;;;;;;;;;;;;;èmâtè;;;;;;;;;;;;;;;;;;;èmât;;;;;èmâte;èmâte;èmâte;èmâte;;;;;;
137;aimer;;;;;;;;èm6rè;èm6re;èm6ra;èm6rô;èm6ra;èmjô;èmè;èmje;èmè;èmè;èmè;ème;;;;;;èma;èmô;ème;Em;èmâ;èm6rjô;èm6rè;èm6rje;èm6rè;èm6rè;èm6rè;èmô;Em;ème;Em;Em;Em;ème;ème;ème;ème;èmjô;Em;èmje;Em;Em;Em
138;ajourer;;;;;;;;;;;;;;;;;;aZurè;;;;;;;;;;;;;;;;;;;;;;;;;;aZure;;;;;;;
139;ajourner;;;;;;;;;;;;;;;;;;aZurnè;;;;;;;;;;aZurn;;;;;;;;;;;;;;;;;;;;;;;
140;ajouter;;aZutè;;;aZutEr;aZuta;;;;;aZut6rô;aZut6ra;;aZutè;;aZutè;aZutè;aZutè;aZute;;;;;;aZuta;aZutô;aZute;aZut;aZutâ;;aZut6rè;;aZut6rè;;aZut6rè;aZutô;aZut;aZute;aZut;aZut;aZut;aZute;aZute;;aZute;;;;;;aZut
141;ajuster;;;;;;aZysta;;;;;;;;;;;;aZystè;aZyste;;;;;;;;;;aZystâ;;;;;;;;aZyst;aZyste;;;aZyst;aZyste;;;aZyste;;;;;;
142;alanguir;;;;;;alâgi;;;;;;;;;;;;alâgisè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;alarmer;;;;;;alarma;;;;;;;;;;;;alarmè;alarme;;;;;;;;;;;;;;;;;;;alarme;;;;;alarme;alarme;alarme;;;;;;
144;alcaliniser;;;;;;;;;;;;;;;;;;;alkalinize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;alerter;;;;;;alErta;;;;;;;;;;;;;alErte;;;;;;;;alErte;alErt;;;;;;;;;alErt;alErte;alErt;;alErt;;alErte;;alErte;;;;;;alErt
146;aligner;;;;;;aliJa;;;;;;;;;;;aliJè;aliJè;aliJe;;;;;;;;aliJe;aliJ;aliJâ;;;;;;;;aliJ;;aliJ;aliJ;aliJ;aliJe;;aliJe;aliJe;;;;;;
147;alimenter;;;;;;;;;;;;;;;;;;;alimâte;;;;;;;;;alimât;;;;;;;;;alimât;;;;alimât;;alimâte;;alimâte;;;;;;
