;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
1044;contorsionner;;;;;;kôtOrsjOna;;;;;;;;;;;kôtOrsjOnE;kôtOrsjOnE;kôtOrsjOne;;;;;;;;;kôtOrsjOn;kôtOrsjOnâ;;;;;;;;;;;kôtOrsjOn;kôtOrsjOn;kôtOrsjOne;kôtOrsjOne;kôtOrsjOne;kôtOrsjOne;;;;;;
1045;contourner;;kôturnE;;;kôturnEr;kôturna;kôturn6rô;kôturn6rE;kôturn6re;;;kôturn6ra;kôturnjô;kôturnE;;;kôturnE;kôturnE;kôturne;;;;;;;kôturnô;kôturne;kôturn;kôturnâ;;kôturn6rE;;;;;kôturnô;kôturn;kôturne;kôturn;kôturn;kôturn;kôturne;kôturne;kôturne;kôturne;;;;;;
1046;contracter;;kôtraktE;;;kôtraktEr;kôtrakta;;;;;;;kôtraktjô;kôtraktE;;;kôtraktE;kôtraktE;kôtrakte;;;;;;;;kôtrakte;kôtrakt;kôtraktâ;;;;;;kôtrakt6rE;kôtraktô;kôtrakt;;;kôtrakt;kôtrakt;kôtrakte;kôtrakte;kôtrakte;kôtrakte;;;;;;
1047;contraindre;;;;;;kôtrEJi;;kôtrêdrE;;;;kôtrêdra;;kôtrEJE;;;kôtrEJE;kôtrEJE;kôtrêdr;;;;;;kôtrEJi;;;;kôtrEJâ;;kôtrêdrE;;kôtrêdrE;kôtrêdrE;kôtrêdrE;;kôtrê;;kôtrê;kôtrEJ;kôtrê;kôtrêt;kôtrêt;kôtrê;kôtrê;;;;;;kôtrEJ
1048;contrarier;;;;;;kôtrarja;;kôtrarirE;;;;;;kôtrarjE;;;kôtrarjE;kôtrarjE;kôtrarje;;;;;;kôtrarja;kôtrarjô;kôtrarje;kôtrari;kôtrarjâ;;;;;;kôtrarirE;;kôtrari;kôtrarje;;kôtrari;kôtrari;kôtrarje;kôtrarje;kôtrarje;kôtrarje;;;;;;
1049;contraster;;;;;;kôtrasta;;;;;;;;;;;kôtrastE;kôtrastE;kôtraste;;;;;;kôtrasta;;kôtraste;;kôtrastâ;;;;;kôtrast6rE;kôtrast6rE;;;;;kôtrast;kôtrast;kôtraste;kôtraste;kôtraste;kôtraste;;;;;;
1050;contre-attaquer;;;;;kôtratakEr;kôtrataka;kôtratak6rô;;;;;kôtratak6ra;;;;;kôtratakE;kôtratakE;kôtratake;;;;;;;;;;kôtratakâ;;;;;;;kôtratakô;kôtratak;;kôtratak;kôtratak;kôtratak;;;;kôtratake;;;;;;
1051;contre-indiquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kôtrêdike;;;;;;
1052;contrebalancer;;;;;;;;;;;;;;kôtr6balâsE;;;;kôtr6balâsE;kôtr6balâse;;;;;;;;;;;;;;;;;;kôtr6balâs;;;;kôtr6balâs;;kôtr6balâse;kôtr6balâse;kôtr6balâse;;;;;;
1053;contrecarrer;;;;;;;;;kôtr6kar6re;;;;;kôtr6karE;;;kôtr6karE;;kôtr6kare;;;;;;;;;kôtr6kar;;;;;;;;;;;kôtr6kar;;kôtr6kar;;kôtr6kare;;kôtr6kare;;;;;;kôtr6kar
1054;contredire;;;;;;;;kôtr6dirE;kôtr6dire;;;kôtr6dira;;;;;kôtr6dizE;kôtr6dizE;kôtr6dir;;;;;;kôtr6di;;kôtr6dize;kôtr6di;kôtr6dizâ;;;;kôtr6dirE;kôtr6dirE;kôtr6dirE;;kôtr6di;kôtr6dize;kôtr6di;kôtr6diz;kôtr6di;kôtr6dit;kôtr6dit;kôtr6di;kôtr6di;;;;kôtr6diz;;kôtr6diz
1055;contrefaire;;;;;;;;;;;;;;;;;;kôtr6f6zE;kôtr6fEr;;;;;;;;;;kôtr6f6zâ;;;;;;kôtr6f6rE;;;;;;kôtr6fE;;kôtr6fEt;kôtr6fE;kôtr6fE;;;;;;
1056;contreficher;;;;;;;;;;;;;;kôtr6fiSE;;;;kôtr6fiSE;;;;;;;;;;;;;;;;;;;kôtr6fiS;;;;kôtr6fiS;;;;;;;;;;
1057;contrefoutre;;;;;;;;;;;;;;;;;;kôtr6futE;kôtr6futr;;;;;;;;;;;;;;;;;;kôtr6fu;;kôtr6fu;;kôtr6fu;;;;;;;;;;
1058;contremander;;;;;;;;;;;;;;;;;;;kôtr6mâde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059;contrer;;;;;;kôtra;;kôtr6rE;;kôtr6ra;kôtr6rô;;;;;;;kôtrE;kôtre;;;;;;;;;kôtr;kôtrâ;;;;;;kôtr6rE;;kôtr;;kôtr;kôtr;kôtr;kôtre;kôtre;kôtre;kôtre;;;;;;
1060;contresigner;;;;;;;;;;;;;;;;;;kôtr6siJE;kôtr6siJe;;;;;;;;;;;;;;;;;;kôtr6siJ;;;;kôtr6siJ;kôtr6siJe;kôtr6siJe;kôtr6siJe;kôtr6siJe;;;;;;
1061;contrevenir;;;;;;;;;;;;;;;;;kôtr6v6nE;kôtr6v6nE;kôtr6v6nir;;;;;;;;;;kôtr6v6nâ;;;;;;kôtr6vjêdrE;;kôtr6vjê;kôtr6v6ne;;;kôtr6vjê;;;;;;;;;;
1062;contribuer;;;;;kôtribyEr;kôtribya;;;kôtribyre;kôtribyra;kôtribyrô;kôtribyra;;;;kôtribyE;kôtribyE;kôtribyE;kôtribye;;;;;;kôtribya;kôtribyô;;kôtriby;kôtribyâ;;;;kôtribyrE;kôtribyrE;kôtribyrE;kôtribyô;kôtriby;kôtribye;;kôtriby;kôtriby;;;;;;;;;;
1063;contrôler;kôtrOlam;kôtrOlE;kôtrOlat;;kôtrOlEr;kôtrOla;kôtrOl6rô;kôtrOl6rE;kôtrOl6re;kôtrOl6ra;kôtrOl6rô;kôtrOl6ra;kôtrOljô;kôtrOlE;kôtrOlje;kôtrOlE;kôtrOlE;kôtrOlE;kôtrOle;;;;;;;kôtrOlô;kôtrOle;kôtrol;kôtrOlâ;;kôtrOl6rE;kôtrOl6rje;kôtrOl6rE;;kôtrOl6rE;kôtrOlô;kôtrol;kôtrOle;kôtrol;kôtrol;kôtrol;kôtrOle;kôtrOle;kôtrOle;kôtrOle;kôtrOljô;;;kôtrol;;kôtrol
1064;contusionner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kôtyzjOne;kôtyzjOne;kôtyzjOne;;;;;;
1065;convaincre;;kôvêki;;;kôvêkir;kôvêki;kôvêkrô;kôvêkrE;kôvêkre;kôvêkra;kôvêkrô;kôvêkra;;;kôvêkje;;kôvêkE;kôvêkE;kôvêkr;;;;;;;kôvêkô;kôvêke;kôvê;kôvêkâ;;;kôvêkrie;;;kôvêkrE;;kôvê;kôvêke;kôvê;kôvêk;kôvê;kôvêky;kôvêky;kôvêky;kôvêky;;kôvêk;;kôvêk;;kôvêk
1066;convenir;kôvêm;kôvê;;;kôvêr;kôvê;kôvjêdrô;kôvjêdrE;kôvjêdre;kôvjêdra;kôvjêdrô;kôvjêdra;;kôv6nE;kôv6nje;kôv6nE;kôv6nE;kôv6nE;kôv6nir;;;;;;kôvê;kôv6nô;kôv6ne;kôvjê;kôv6nâ;kôvjêdriô;kôvjêdrE;;kôvjêdrE;kôvjêdrE;kôvjêdrE;kôv6nô;kôvjê;kôv6ne;kôvjê;kôvjEn;kôvjê;kôv6ny;kôv6ny;kôv6ny;kôv6ny;;kôvjEn;;kôvjEn;;kôvjEn
1067;converger;;;;;kôvErZEr;;;;;;;;;;;;kôvErZE;kôvErZE;kôvErZe;;;;;;;kôvErZô;kôvErZe;;kôvErZâ;;;;;kôvErZ6rE;;kôvErZô;;;;kôvErZ;kôvErZ;;;;;;;;;;
1068;converser;kôvErsam;;;;kôvErsEr;;;;;;;;kôvErsjô;kôvErsE;kôvErsje;;kôvErsE;kôvErsE;kôvErse;;;;;;;;;;kôvErsâ;;;;;;;kôvErsô;kôvErs;kôvErse;;kôvErs;kôvErs;;;;;;;;;;
1069;convertir;;;;;;kôvErti;kôvErtirô;kôvErtirE;;;;kôvErtira;kôvErtisjô;kôvErtisE;;;kôvErtisE;kôvErtisE;kôvErtir;;;;;;kôvErti;;kôvErtise;kôvErti;kôvErtisâ;;kôvErtirE;;;;kôvErtirE;;kôvErti;kôvErtise;kôvErti;kôvErtis;kôvErti;kôvErti;kôvErti;kôvErti;kôvErti;;kôvErtis;;;;kôvErtis
1070;convier;;;;;kôvjEr;kôvja;;kôvirE;;;;kôvira;;kôvjE;;;kôvjE;kôvjE;kôvje;;;;;;;;kôvje;kôvi;kôvjâ;;;;;;kôvirE;kôvjô;kôvi;kôvje;;kôvi;kôvi;kôvje;kôvje;kôvje;kôvje;;;;;;
1071;convoiter;;;;;;kôvwata;;;;kôvwat6ra;kôvwat6rô;;;kôvwatE;;kôvwatE;kôvwatE;kôvwatE;kôvwate;;;;;;;;;kôvwat;kôvwatâ;;;;;;;;kôvwat;kôvwate;;kôvwat;kôvwat;kôvwate;kôvwate;kôvwate;kôvwate;;;;;;
1072;convoler;;;;;kôvOlEr;kôvOla;;;;;;;;;;;;kôvOlE;kôvOle;;;;;;;;;;kôvOlâ;;;;;;;;;;;kôvOl;;;;;;;;;;;
1073;convoquer;;kôvOkE;;;kôvOkEr;kôvOka;;kôvOk6rE;kôvOk6re;;kôvOk6rô;kôvOk6ra;kôvOkjô;;;;kôvOkE;kôvOkE;kôvOke;;;;;;kôvOka;kôvOkô;kôvOke;kôvOk;kôvOkâ;;;;;kôvOk6rE;kôvOk6rE;kôvOkô;kôvOk;kôvOke;;kôvOk;kôvOk;kôvOke;kôvOke;kôvOke;kôvOke;;;;;;
1074;convoyer;;;;;;kôvwaja;;;;;;;;;;;kôvwajE;kôvwajE;kôvwaje;;;;;;;;;;kôvwajâ;;;;;;;;;;;;kôvwa;;kôvwaje;kôvwaje;kôvwaje;;;;;;
1075;convulser;;kôvylsE;;;;kôvylsa;;;;;;;;kôvylsE;;;;kôvylsE;kôvylse;;;;;;;;;;kôvylsâ;;;;;;;;;;;;kôvyls;;kôvylse;kôvylse;kôvylse;kôvylsjô;;;;;
1076;convulsionner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kôvylsjOn;;;;kôvylsjOn;;kôvylsjOne;;;;;;;;
1077;coopter;;;;;;;;;;;;;;;;;;;kOOpte;;;;;;;;;;kOOptâ;;;;;;;;;;;;;;;;kOOpte;;;;;;
1078;coopérer;;;;;;;kOOpEr6rô;kOOpEr6rE;kOOpEr6re;;kOOpEr6rô;kOOpEr6ra;kOOpErjô;kOOpErE;kOOpErje;kOOpErE;;kOOpErE;kOOpEre;;;;;;;;kOOpEre;kOOpEr;kOOpErâ;;kOOpEr6rE;kOOpEr6rje;kOOpEr6rE;kOOpEr6rE;;kOOpErô;kOOpEr;kOOpEre;kOOpEr;kOOpEr;kOOpEr;;;;;;;;;;
1079;coordonner;;;;;;kOOrdOna;;;;;;kOOrdOn6ra;;;;;kOOrdOnE;kOOrdOnE;kOOrdOne;;;;;;;kOOrdOnô;kOOrdOne;kOOrdOn;kOOrdOnâ;;;;;;kOOrdOn6rE;;kOOrdOn;kOOrdOne;;;kOOrdOn;kOOrdOne;kOOrdOne;;kOOrdOne;;;;;;
1080;copier;;kOpjE;;;;kOpja;;kOpirE;kOpire;kOpira;kOpirô;kOpira;;kOpjE;;kOpjE;kOpjE;kOpjE;kOpje;;;;;;;;kOpje;kOpi;kOpjâ;;;;;;kOpirE;;kOpi;kOpje;kOpi;kOpi;kOpi;kOpje;kOpje;kOpje;kOpje;;;;;;
1081;copiner;;;;;;;;;;;;;;;kOpinje;;;kOpinE;kOpine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082;coproduire;;;;;;;;;;;;;;;;;;;kOprOdHir;;;;;;;;;;;;;;;;;;;;;;kOprOdHi;;;;kOprOdHi;;;;;;
1083;coqueter;;;;;;;;;;;;;;;;;;;kOk6te;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084;corder;;;;;;;;;;;;;;;;;;;kOrde;;;;;;;kOrdô;;;;;;;;;;;kOrd;;kOrd;;kOrd;kOrde;;;kOrde;;;;;;
1085;cordonner;;;;;;;;;;;;;;;;;;;kOrdOne;;;;;;;;;;;;;;;;;;;;;;;kOrdOne;;;;;;;;;
1086;corner;;;;kOrna;kOrnEr;kOrna;;;;;;;;kOrnE;;;kOrnE;kOrnE;kOrne;;;;;;;;;kOrn;kOrnâ;;;;;;;;kOrn;;;kOrn;kOrn;;kOrne;kOrne;kOrne;;;;kOrn;;
1087;correctionnaliser;;;;;;;;;;;;;;;;;;;kOrEksjOnalize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088;correspondre;;;;;;;kOrEspôdrô;kOrEspôdrE;;;;kOrEspôdra;kOrEspôdjô;kOrEspôdE;kOrEspôdje;kOrEspôdE;kOrEspôdE;kOrEspôdE;kOrEspôdr;;;;;;kOrEspôdi;;;;kOrEspôdâ;;;;;kOrEspôdrE;kOrEspôdrE;;kOrEspô;kOrEspôde;kOrEspô;kOrEspôd;kOrEspô;;;;;;;;;kOrEspôd;kOrEspôd
1089;corriger;;kOriZE;;;;kOriZa;kOriZ6rô;kOriZ6rE;kOriZ6re;kOriZ6ra;;kOriZ6ra;kOriZjô;kOriZE;kOriZje;kOriZE;kOriZE;kOriZE;kOriZe;;;;;;;kOriZô;kOriZe;kOriZ;kOriZâ;;kOriZ6rE;;;;kOriZ6rE;kOriZô;kOriZ;kOriZe;kOriZ;kOriZ;kOriZ;kOriZe;kOriZe;kOriZe;kOriZe;;;;;;
1090;corroborer;;;;;kOrObOrEr;kOrObOra;;;;;;kOrObOr6ra;;;;;kOrObOrE;kOrObOrE;kOrObOre;;;;;;;;;;kOrObOrâ;;;;;;;;;;;kOrObOr;kOrObOr;kOrObOre;;;kOrObOre;;;;;;
1091;corroder;;;;;;;;;;;;;;;;;;kOrOdE;kOrOde;;;;;;;;;;;;;;;;;;;;;kOrOd;kOrOd;kOrOde;kOrOde;kOrOde;kOrOde;;;;;;
1092;corrompre;;kOrôpi;;;;;;;;;;kOrôpra;;kOrôpE;;;;;kOrôpr;;;;;;;;kOrôpe;kOrô;kOrôpâ;;;;;kOrôprE;;;kOrô;kOrôpe;kOrô;kOrôp;kOrô;kOrôpy;kOrôpy;kOrôpy;kOrôpy;;kOrôp;;;;kOrôp
1093;corréler;;;;;;;;;;;;;;;;;;;kOrEle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;corser;;;;;;kOrsa;;;;;;;;;;;;kOrsE;kOrse;;;;;;;;;kOrs;kOrsâ;;;;;;kOrs6rE;;;;;kOrs;kOrs;;kOrse;kOrse;kOrse;;;;;;kOrs
1095;corseter;;;;;;;;;;;;;;;;;;;kOrs6te;;;;;;;;;;;;;;;;;;;;;;;kOrs6te;kOrs6te;kOrs6te;kOrs6te;;;;;;
1096;cosigner;;;;;;;;;;;;;;;;;;;kOsiJe;;;;;;;;;;;;;;;;;;;;;;;;;;kOsiJe;;;;;;
1097;cosser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kOs;;;;;;;;;;;
1098;costumer;;;;;;;;;;;;;;;;;;kOstymE;kOstyme;;;;;;;;;;;;;;;;;;;;kOstym;;kOstym;kOstyme;kOstyme;kOstyme;kOstyme;;;;kOstym;;
1099;coter;;;;;;kOta;;;;;;;;;;;;kOtE;kOte;;;;;;kOta;;;kOt;;;;;;;;;;;kOt;kOt;kOt;kOte;kOte;kOte;kOte;;;;kOt;;
1100;cotir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kOti;;;;;;;;;
1101;cotiser;;;;;kOtizEr;kOtiza;;;;;;;;kOtizE;;;kOtizE;;kOtize;;;;;;;;;;kOtizâ;;;;;;;;kOtiz;;kOtiz;kOtiz;kOtiz;kOtize;;kOtize;kOtize;;;;;;
1102;cotonner;;;;;;;;;;;;;;;;;;kOtOnE;;;;;;;;;;;kOtOnâ;;;;;;;;;;;;;;;;;;;;;;
1103;couchailler;;;;;;;;;;;;;;;;;;;kuSaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1104;coucher;kuSam;kuSE;;kuSa;kuSEr;kuSa;kuS6rô;kuS6rE;kuS6re;kuS6ra;kuS6rô;kuS6ra;kuSjô;kuSE;kuSje;kuSE;kuSE;kuSE;kuSe;;;kuSasje;;kuSas;kuSa;kuSô;kuSe;kuS;kuSâ;kuS6rjô;kuS6rE;kuS6rje;kuS6rE;kuS6rE;kuS6rE;kuSô;kuS;kuSe;kuS;kuS;kuS;kuSe;kuSe;kuSe;kuSe;;kuS;;kuS;;kuS
1105;couder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kud;;kude;kude;;kude;;;;;;
1106;coudoyer;;kudwajE;;;;;;;;;;;;kudwajE;;;kudwajE;;kudwaje;;;;;;;;;;kudwajâ;;;;;;;kudwajô;;;;kudwa;kudwa;;;;kudwaje;;;;;;
1107;coudre;;;;;kuzir;kuzi;;kudrE;;kudra;kudrô;kudra;;;kuzje;;kuzE;kuzE;kudr;;;;;kuzis;;;kuze;ku;kuzâ;;kudrE;;kudrE;;kudrE;;ku;kuze;ku;kuz;ku;kuzy;kuzy;kuzy;kuzy;;kuz;;;;kuz
1108;couillonner;;;;;;;;;;;;;;;;;;;kujOne;;;;;;;;;kujOn;;;;;;;;;;;;kujOn;kujOn;;kujOne;kujOne;kujOne;;;;;;
1109;couler;;kulE;;;kulEr;kula;;kul6rE;kul6re;kul6ra;kul6rô;kul6ra;kuljô;kulE;kulje;kulE;kulE;kulE;kule;;kulas;kulasje;;kulas;kula;kulô;kule;kul;kulâ;;;;kul6rE;kul6rE;kul6rE;kulô;kul;kule;kul;kul;kul;kule;kule;kule;kule;;;;;kul;kul
1110;coulisser;;;;;kulisEr;kulisa;;;;;;;;;;;kulisE;kulisE;kulise;;;;;;;;;;kulisâ;;;;;;;;;;kulis;kulis;kulis;;kulise;;kulise;;;;;;
1111;coupailler;;;;;;;;;;;;;;;;;;;kupaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;couper;;kupE;;;kupEr;kupa;kup6rô;kup6rE;kup6re;kup6ra;kup6rô;kup6ra;kupjô;kupE;kupje;kupE;kupE;kupE;kupe;;;kupasje;kupas;kupas;;kupô;kupe;kup;kupâ;;kup6rE;;kup6rE;kup6rE;kup6rE;kupô;kup;kupe;kup;kup;kup;kupe;kupe;kupe;kupe;;kup;;;;kup
1113;coupler;;;;;;;;;;;;;;;;;;;kuple;;;;;;;;;;kuplâ;;;;;;;;;;kupl;;kupl;kuple;kuple;kuple;kuple;;;;kupl;;
1114;courber;;;;;;kurba;;;;;;;;;;;kurbE;kurbE;kurbe;;;;;;;kurbô;kurbe;kurb;kurbâ;;;;;;kurb6rE;kurbô;kurb;kurbe;;kurb;kurb;kurbe;kurbe;kurbe;kurbe;;;;;;kurb
1115;courir;kurym;kury;kuryt;kury;kuryr;kury;kurrô;kurrE;kurre;kurra;kurrô;kurra;kurjô;kurE;kurje;kurE;kurE;kurE;kurir;;kurys;kurysje;;kurys;kury;kurô;kure;kur;kurâ;kurrjô;kurrE;kurrje;kurrE;kurrE;kurrE;kurô;kur;kure;kur;kur;kur;kury;kury;kury;kury;kurjô;kur;kurje;kur;;kur
1116;couronner;;;;;;kurOna;kurOn6rô;kurOn6rE;;;;kurOn6ra;;;;;kurOnE;kurOnE;kurOne;;;;;;;;;kurOn;kurOnâ;;;;;;;;kurOn;;kurOn;kurOn;kurOn;kurOne;kurOne;kurOne;kurOne;;;;;;
1117;courre;;;;;;;;;;;;;;;;;;;kur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;courroucer;;;;;;;;;;;;;;;;;kurusE;kurusE;kuruse;;;;;;;;;kurus;;;;;;;;;;;;;kurus;kuruse;kuruse;kuruse;kuruse;;;;;;
1119;courser;;;;;;;;;;;;;;kursE;;kursE;kursE;kursE;kurse;;;;;;;;;;kursâ;;;;kurs6rE;;;;;;;kurs;kurs;;kurse;kurse;kurse;;;;;;
1120;court-circuiter;;;;;;;;;;;;;;;;;;kursirkHitE;kursirkHite;;;;;;;;;kursirkHit;kursirkHitâ;;;;;;;;kursirkHit;;;;kursirkHit;kursirkHite;kursirkHite;;kursirkHite;;;;;;
1121;courtiser;;kurtizE;;;;kurtiza;;kurtiz6rE;;kurtiz6ra;;;;kurtizE;kurtizje;kurtizE;kurtizE;kurtizE;kurtize;;;;;;;;kurtize;kurtiz;kurtizâ;;;;;;;;kurtiz;kurtize;;kurtiz;kurtiz;kurtize;kurtize;;kurtize;;;;;;
1122;cousiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kuzinâ;;;;;;;;;;;;;;;;;;;;;;
1123;couver;;;;;;;;;;;kuv6rô;;;kuvE;;;kuvE;kuvE;kuve;;;;;;;;kuve;kuv;kuvâ;;;;;;;;kuv;kuve;kuv;kuv;kuv;kuve;kuve;kuve;kuve;;;;;kuv;
1124;couvrir;;kuvri;;;kuvrir;kuvri;kuvrirô;kuvrirE;kuvrire;kuvrira;kuvrirô;kuvrira;kuvriô;kuvrE;kuvrie;kuvrE;kuvrE;kuvrE;kuvrir;kuvrisjô;;;;;kuvri;kuvrô;kuvre;kuvr;kuvrâ;;kuvrirE;;kuvrirE;kuvrirE;kuvrirE;kuvrô;kuvr;kuvre;kuvr;kuvr;kuvr;kuvErt;kuvErt;kuvEr;kuvEr;;;kuvrie;kuvr;;
1125;coïncider;;;;;kOêsidEr;kOêsida;;;;;;;kOêsidjô;kOêsidE;;;kOêsidE;kOêsidE;kOêside;;;;;kOêsidas;kOêsida;;;kOêsid;kOêsidâ;;;;;;kOêsid6rE;;;;;kOêsid;kOêsid;;;;;;;;;;
1126;coûter;;;;;;kuta;kut6rô;kut6rE;;kut6ra;kut6rô;kut6ra;kutjô;kutE;;kutE;kutE;kutE;kute;;;kutasje;;;kuta;;;kut;kutâ;;;;kut6rE;kut6rE;kut6rE;;kut;kute;kut;kut;kut;kute;kute;kute;kute;;;;;;
1127;cracher;kraSam;kraSE;;;kraSEr;kraSa;;kraS6rE;;;kraS6rô;kraS6ra;;kraSE;;kraSE;kraSE;kraSE;kraSe;;;;;;;kraSô;kraSe;kraS;kraSâ;;kraS6rE;kraS6rje;kraS6rE;;kraS6rE;kraSô;kraS;kraSe;kraS;kraS;kraS;kraSe;kraSe;kraSe;kraSe;kraSjô;;;kraS;;kraS
1128;crachiner;;;;;;;;;;;;;;;;;;;kraSine;;;;;;;;;;;;;;;;;;;;;;kraSin;;;;;;;;;;
1129;crachoter;;;;;;kraSOta;;;;;;;;;;;kraSOtE;kraSOtE;kraSOte;;;;;;;;;;kraSOtâ;;;;;;;;;;;kraSOt;kraSOt;;;;;;;;;;
1130;crachouiller;;;;;;kraSuja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kraSuj;;;;;;;;;;
1131;crailler;;;;;;;;;;;;;;;;;krajE;;;;;;;;;;;;;;;;;;;;;;;kraj;;;;;;;;;;;
1132;craindre;;krEJi;;;krEJir;krEJi;krêdrô;krêdrE;;krêdra;krêdrô;krêdra;krEJô;krEJE;krEJe;krEJE;krEJE;krEJE;krêdr;;krEJis;;;krEJis;krEJi;krEJô;krEJe;krê;krEJâ;;krêdrE;krêdrie;krêdrE;krêdrE;krêdrE;krEJô;krê;krEJe;krê;krEJ;krê;krêt;krêt;krê;krê;;krEJ;;krEJ;;krEJ
1133;cramer;;;;;;krama;;;;kram6ra;;;;;;;kramE;kramE;krame;;;;;;;;krame;kram;kramâ;;kram6rE;;kram6rE;kram6rE;;;kram;krame;;kram;kram;krame;krame;krame;krame;;;;;;
1134;cramponner;;;;;;krâpOna;;;;;krâpOn6rô;;;krâpOnE;krâpOnje;krâpOnE;krâpOnE;krâpOnE;krâpOne;;;;;;;krâpOnô;krâpOne;krâpOn;krâpOnâ;;;;;;;krâpOnô;krâpOn;krâpOne;;krâpOn;krâpOn;krâpOne;krâpOne;krâpOne;krâpOne;;;;;;
1135;cranter;;;;;;;;;;;;;;;;;;;krâte;;;;;;;;;;;;;;;;;;;;;;;krâte;;krâte;krâte;;;;;;
1136;crapahuter;;;;;;;;;;;;;;;;;;krapaytE;krapayte;;;;;;;;;;krapaytâ;;;;;;;krapaytô;krapayt;;;;krapayt;;;;krapayte;;;;;;
1137;craqueler;;;;;krak6lEr;krak6la;;;;;;;;;;;krak6lE;krak6lE;krak6le;;;;;;;;;;krak6lâ;;;;;;;;;;;krakEl;krakEl;krak6le;krak6le;;krak6le;;;;;;
1138;craquer;;;;;krakEr;kraka;;;;krak6ra;krak6rô;krak6ra;;krakE;krakje;krakE;krakE;krakE;krake;;;;;;;;krake;krak;krakâ;;;;;krak6rE;krak6rE;;krak;krake;krak;krak;krak;krake;krake;;krake;;;;;;
1139;craqueter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;krakEt;;;;;;;;;;
1140;cravacher;;;;;;;;;;;;;;kravaSE;;;;kravaSE;kravaSe;;;;;;;;;kravaS;kravaSâ;;;;;;;;kravaS;;;;kravaS;kravaSe;;;kravaSe;;;;;;
1141;cravater;;;;;;;;;;;;;;;;;;kravatE;kravate;;;;;;;;;kravat;;;;;;;;;kravat;;kravat;;kravat;kravate;kravate;kravate;kravate;;;;;;
1142;crayonner;;;;;;krEjOna;;;;;;;;;;;;krEjOnE;krEjOne;;;;;;;;;krEjOn;krEjOnâ;;;;;;;;krEjOn;krEjOne;;;krEjOn;krEjOne;;krEjOne;krEjOne;;;;;;
1143;creuser;;kr6zE;;kr6za;kr6zEr;kr6za;kr6z6rô;kr6z6rE;kr6z6re;kr6z6ra;kr6z6rô;kr6z6ra;kr6zjô;kr6zE;kr6zje;kr6zE;kr6zE;kr6zE;kr6ze;;;;;kr6zas;;kr6zô;kr6ze;kr2z;kr6zâ;;kr6z6rE;;kr6z6rE;kr6z6rE;kr6z6rE;kr6zô;kr2z;kr6ze;kr2z;kr2z;kr2z;kr6ze;kr6ze;kr6ze;kr6ze;;;;;;kr2z
1144;crevasser;;;;;;;;;;;;;;;;;;;kr6vase;;;;;;;;;;;;;;;;;;;;;kr6vas;kr6vas;kr6vase;kr6vase;kr6vase;kr6vase;;;;;;
1145;crever;;;;;kr6vEr;kr6va;krEv6rô;krEv6rE;krEv6re;krEv6ra;krEv6rô;krEv6ra;kr6vjô;kr6vE;kr6vje;kr6vE;kr6vE;kr6vE;kr6ve;;;;kr6vas;kr6vas;kr6va;kr6vô;kr6ve;krEv;kr6vâ;;krEv6rE;krEv6rje;krEv6rE;krEv6rE;krEv6rE;kr6vô;krEv;kr6ve;krEv;krEv;krEv;kr6ve;kr6ve;kr6ve;kr6ve;;;;krEv;;krEv
1146;criailler;;;;;;;;;;;;;;;;;kriajE;kriajE;kriaje;;;;;;;;;;kriajâ;;;;;;;;;;;kriaj;;;;;;;;;;;
1147;cribler;;;;;;kribla;;;;;;;;;;;kriblE;kriblE;krible;;;;;;;;;kribl;kriblâ;;;;;;;;kribl;;;kribl;kribl;krible;krible;krible;krible;;;;;;
